Season,TeamID,PointScored,PointAllow,FGM,FGA,FGM3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF
2007,1178,63.77,66.73,23.43,53.3,6.03,10.87,16.67,11.33,21.87,12.73,12.73,5.7,2.3,17.83
2007,1179,74.0,74.94,25.23,56.45,6.03,17.52,24.55,13.45,22.06,14.9,13.58,7.71,2.87,17.9
2007,1180,66.6,61.3,22.53,50.9,5.43,16.1,23.13,10.53,23.23,12.17,14.03,8.17,4.97,18.07
2007,1181,70.19,61.5,24.84,53.0,6.09,14.41,20.81,11.28,23.81,13.19,15.38,7.38,4.72,17.44
2007,1182,78.31,84.48,27.76,63.21,8.24,14.55,19.55,13.48,19.03,16.03,14.93,7.48,3.52,19.45
2007,1183,60.97,66.86,21.52,52.83,4.62,13.31,18.31,11.24,23.31,11.97,14.0,5.59,1.9,18.93
2007,1184,65.33,63.5,23.57,50.5,8.17,10.03,14.77,8.23,19.97,14.43,13.63,7.67,2.5,13.9
2007,1185,63.72,68.97,21.84,52.0,7.53,12.5,18.22,11.06,21.69,11.69,17.81,6.88,1.84,19.75
2007,1186,83.15,83.77,29.04,58.81,6.58,18.5,25.19,10.85,22.88,17.54,15.35,6.88,2.81,19.5
2007,1187,57.89,69.41,20.63,52.81,6.26,10.37,18.04,10.48,22.63,11.56,14.07,6.0,2.41,19.0
2007,1189,61.21,70.96,22.29,54.36,5.79,10.86,16.0,10.64,22.57,10.68,14.46,5.93,2.61,19.46
2007,1190,73.1,68.81,26.45,57.9,6.0,14.19,19.45,11.39,24.61,15.74,16.81,9.84,4.52,19.97
2007,1191,68.74,68.16,22.68,49.65,7.35,16.03,21.87,8.55,22.45,13.9,12.81,4.77,2.55,19.26
2007,1192,72.66,75.69,25.93,60.59,6.48,14.31,20.34,12.72,22.66,12.83,13.45,6.17,3.24,17.76
2007,1193,62.38,64.69,21.16,51.62,5.72,14.34,20.25,13.47,18.59,12.78,14.75,6.97,3.09,19.12
2007,1194,74.23,78.63,26.57,55.0,6.17,14.93,21.57,9.4,23.5,15.07,15.27,6.57,1.83,20.07
2007,1196,79.32,61.56,28.56,54.21,7.18,15.03,22.09,11.09,26.09,15.76,14.0,7.09,4.82,15.68
2007,1197,68.97,70.35,23.65,52.77,5.81,15.87,24.1,12.61,23.71,13.42,17.55,6.65,1.71,18.0
2007,1198,65.11,72.0,23.19,55.37,6.37,12.37,19.0,11.19,22.44,11.48,15.37,6.63,2.56,18.85
2007,1199,74.12,68.78,26.41,55.94,6.72,14.59,19.0,10.94,20.84,12.31,14.38,7.78,3.31,17.72
2007,1200,65.47,64.17,22.63,51.87,6.27,13.93,20.8,10.73,21.07,13.63,14.23,7.33,4.1,19.27
2007,1201,71.13,65.48,23.84,57.29,9.19,14.26,22.0,10.0,28.74,14.32,13.42,5.77,6.52,16.32
2007,1202,67.45,69.59,23.79,54.21,7.62,12.24,16.28,10.17,21.9,14.0,14.79,6.48,2.17,18.79
2007,1203,71.06,64.19,26.16,56.48,5.42,13.32,18.9,12.1,21.9,14.71,13.68,9.32,4.42,18.87
2007,1204,67.38,68.31,25.41,57.17,4.86,11.69,19.28,12.41,24.03,13.21,16.41,6.9,3.24,19.97
2007,1205,63.17,72.76,22.59,54.86,8.24,9.76,15.24,10.69,20.72,13.34,16.07,7.24,2.86,19.31
2007,1206,63.33,59.12,23.94,51.76,5.79,9.67,15.03,9.91,22.73,14.03,12.27,5.91,2.58,14.85
2007,1207,68.47,56.88,24.5,48.38,6.28,13.19,18.38,10.75,22.53,14.34,13.75,5.22,5.03,16.5
2007,1208,74.4,68.13,27.77,60.63,7.93,10.93,16.5,14.1,24.13,14.63,15.67,8.8,4.57,17.47
2007,1209,64.29,71.81,22.1,51.45,5.81,14.29,21.77,10.77,23.0,10.94,15.84,5.71,3.16,16.61
2007,1210,79.1,69.52,29.35,59.61,6.39,14.0,20.48,13.68,22.61,15.48,15.87,10.0,3.55,20.71
2007,1211,79.12,70.09,27.7,56.85,6.76,16.97,22.61,10.52,27.09,14.48,14.03,6.24,3.58,19.3
2007,1212,63.83,70.54,22.83,56.88,4.96,13.21,19.75,12.38,24.17,10.58,16.96,5.88,3.0,19.71
2007,1214,68.16,68.65,22.97,54.29,6.48,15.74,23.77,13.81,22.19,11.81,20.55,9.19,3.26,23.23
2007,1216,62.1,65.45,21.29,52.03,6.65,12.87,19.06,9.71,20.13,11.23,12.55,8.48,1.23,19.26
2007,1217,72.32,77.43,24.89,56.14,4.79,17.75,23.39,11.71,20.89,11.32,16.14,6.86,2.89,16.75
2007,1218,72.42,66.52,26.23,57.16,5.35,14.61,20.03,12.39,25.71,17.39,17.42,6.48,4.97,18.74
2007,1219,73.43,70.18,26.82,59.0,6.57,13.21,19.25,12.25,23.82,15.64,15.43,6.43,3.18,19.25
2007,1220,73.1,69.47,24.93,54.9,7.77,15.47,22.2,10.97,22.4,11.8,11.63,5.93,2.33,19.07
2007,1221,64.24,57.36,21.94,50.09,5.76,14.61,19.88,11.36,20.79,13.73,15.18,9.55,3.73,18.12
2007,1222,73.18,70.55,24.67,62.67,10.0,13.85,19.36,12.58,22.42,11.45,11.61,8.36,3.27,20.21
2007,1224,64.81,72.0,21.87,51.48,7.61,13.45,20.58,10.03,20.26,12.1,16.23,5.19,2.23,17.68
2007,1225,61.52,74.42,21.55,55.39,7.26,11.16,16.48,9.42,22.06,10.06,14.77,4.81,3.03,18.9
2007,1226,66.79,67.28,22.9,52.14,7.69,13.31,18.76,10.76,23.86,11.66,13.83,6.1,2.86,16.48
2007,1227,69.32,70.87,24.29,58.77,7.42,13.32,18.61,12.71,23.74,13.26,12.0,6.45,5.16,17.39
2007,1228,64.5,57.15,22.68,52.5,6.91,12.24,19.56,12.59,22.53,14.0,13.82,5.94,2.88,17.09
2007,1229,66.1,65.0,23.57,52.2,7.53,11.43,17.6,10.37,21.93,14.67,15.2,6.7,3.33,18.4
2007,1231,70.9,62.17,24.77,54.83,7.93,13.43,18.87,11.67,21.63,13.37,12.37,6.63,4.47,20.8
2007,1232,61.4,66.07,20.3,50.93,6.93,13.87,19.6,9.83,21.8,10.47,12.7,5.13,1.37,18.8
2007,1233,58.6,69.87,21.53,52.77,3.67,11.87,20.57,13.13,21.77,10.27,17.87,6.0,4.77,20.27
2007,1234,68.42,65.65,23.84,54.32,6.29,14.45,19.42,11.1,22.03,14.55,13.45,6.81,3.29,18.13
2007,1235,62.73,65.53,22.13,54.83,6.4,12.07,17.2,12.27,23.8,11.43,14.9,4.37,3.4,16.47
2007,1236,65.31,72.23,23.08,53.27,7.35,11.81,17.81,8.23,22.04,14.54,15.19,6.58,3.04,20.04
2007,1237,67.82,68.14,22.36,53.64,7.39,15.71,20.64,12.04,21.14,11.0,13.04,5.86,2.43,17.71
2007,1238,71.03,72.3,25.03,59.76,5.64,15.33,21.76,13.36,22.67,13.52,15.42,8.18,3.12,20.7
2007,1239,72.56,76.15,25.74,59.22,6.19,14.89,20.44,13.37,21.78,13.96,16.63,8.41,3.11,20.41
2007,1240,65.93,71.36,24.07,55.96,5.79,12.0,17.61,11.68,22.61,13.79,14.32,6.96,2.86,19.86
2007,1241,63.97,72.6,22.47,51.53,5.53,13.5,20.2,10.73,19.33,11.6,14.0,6.03,2.1,20.4
2007,1242,78.44,61.03,29.06,59.29,5.97,14.35,21.53,13.06,27.32,16.76,14.0,8.91,6.68,18.65
2007,1243,71.0,65.18,24.06,56.0,6.36,16.52,23.67,13.09,23.03,15.48,13.82,5.79,3.76,18.91
2007,1244,67.93,70.5,24.37,61.7,6.27,12.93,20.07,16.13,19.3,13.4,13.67,9.87,3.23,19.07
2007,1245,68.55,62.94,25.23,55.42,5.81,12.29,18.94,11.29,22.29,14.29,13.71,7.97,3.32,18.65
2007,1246,73.53,67.38,26.44,55.19,6.75,13.91,19.88,10.78,25.66,15.88,14.69,5.97,4.81,15.84
2007,1247,71.67,74.7,25.7,56.1,5.43,14.83,21.6,14.07,22.23,14.23,15.93,6.33,2.0,18.7
2007,1248,63.46,74.14,20.54,48.79,8.25,14.14,19.54,7.36,19.36,13.04,17.25,7.14,2.54,20.25
2007,1249,72.8,76.33,24.8,57.1,8.1,15.1,23.27,12.77,25.37,16.73,16.9,5.53,2.83,19.2
2007,1250,62.14,65.93,21.14,50.55,5.31,14.55,20.52,10.52,22.24,11.45,14.9,5.66,2.69,20.38
2007,1251,73.82,75.82,28.04,59.11,4.68,13.07,18.64,10.89,25.36,14.18,15.36,6.43,2.82,20.64
2007,1252,67.28,64.9,23.07,55.31,7.66,13.48,19.34,11.1,22.45,13.28,11.86,6.86,2.45,19.14
2007,1253,80.53,73.9,28.3,62.07,8.53,15.4,21.83,12.8,23.83,14.33,13.73,7.43,2.7,17.2
2007,1254,67.89,73.86,22.64,57.07,7.11,15.5,23.07,12.5,23.18,10.61,14.5,5.61,1.79,19.39
2007,1255,63.9,75.28,22.79,57.45,4.97,13.34,18.97,10.97,22.66,12.83,16.31,7.31,3.97,17.93
2007,1256,64.07,69.37,24.27,59.83,5.27,10.27,16.43,13.67,22.43,11.83,14.4,7.0,3.23,20.63
2007,1257,71.29,62.9,24.94,57.61,7.42,14.0,20.68,13.58,23.45,14.94,12.87,7.45,4.16,20.39
2007,1258,64.76,72.24,23.45,59.0,5.0,12.86,18.69,12.03,22.24,14.76,16.41,6.93,1.83,18.72
2007,1259,71.39,69.29,24.65,53.29,7.48,14.61,20.58,10.81,22.68,14.13,14.23,6.32,3.39,20.68
2007,1260,68.83,65.3,23.8,52.83,5.2,16.03,21.87,12.5,23.07,11.5,13.4,4.83,3.4,16.67
2007,1261,68.03,62.72,25.0,55.44,5.44,12.59,17.88,12.22,25.44,13.91,14.12,6.81,4.84,15.31
2007,1263,63.89,68.64,22.89,55.07,6.71,11.39,17.0,10.68,22.54,11.61,13.36,7.5,3.14,17.93
2007,1264,65.93,69.2,23.47,55.53,4.13,14.87,21.07,12.13,22.23,11.13,14.27,7.83,3.63,21.17
2007,1265,75.59,68.88,26.5,57.84,9.16,13.44,19.84,11.66,25.41,15.34,12.97,5.28,2.25,18.25
2007,1266,72.44,65.0,25.28,57.47,6.41,15.47,23.03,14.25,22.5,14.19,14.53,8.66,3.38,20.41
2007,1267,66.0,70.22,22.75,56.75,5.97,14.53,22.28,13.97,23.12,12.47,15.41,6.66,4.31,19.53
2007,1268,79.5,67.59,28.66,59.84,5.75,16.44,23.53,12.62,25.94,17.34,15.78,7.53,6.91,18.22
2007,1269,76.94,67.52,27.9,58.68,6.0,15.13,24.45,14.48,26.13,15.94,16.0,6.68,7.52,21.16
2007,1270,62.07,68.03,22.6,57.07,3.73,13.13,19.9,14.23,23.6,10.77,16.6,7.23,4.77,19.23
2007,1271,59.73,73.8,21.23,55.5,5.43,11.83,18.8,12.07,19.33,9.13,15.7,6.5,1.8,18.53
2007,1272,79.58,62.33,28.09,60.88,7.67,15.73,25.79,14.79,25.12,15.06,13.58,9.82,5.91,19.76
2007,1273,71.75,78.0,25.25,58.11,5.57,15.68,21.96,11.57,26.64,12.5,17.89,6.46,4.46,16.57
2007,1274,71.22,72.88,26.03,59.88,6.5,12.66,18.03,14.09,21.03,12.44,12.66,6.31,2.91,19.5
2007,1275,59.56,57.41,21.84,47.53,5.06,10.81,15.25,8.03,22.41,12.84,13.34,5.81,4.09,17.03
2007,1276,64.09,59.73,22.64,50.7,4.79,14.03,19.36,11.82,23.33,13.85,14.82,5.45,5.79,16.79
2007,1277,65.09,56.7,23.09,49.03,5.15,13.76,19.36,11.48,23.67,16.0,15.03,5.12,4.82,18.33
2007,1278,60.65,66.23,22.45,52.03,5.87,9.87,14.45,8.77,22.97,12.77,14.71,4.84,4.9,16.81
2007,1279,73.28,69.0,27.41,62.09,6.91,11.56,16.44,13.06,22.72,14.34,11.53,7.06,3.38,17.16
2007,1280,76.16,68.68,26.81,58.32,7.81,14.74,22.39,12.48,26.06,14.45,14.0,6.74,6.42,17.19
2007,1281,77.6,71.87,28.03,60.9,8.17,13.37,19.33,11.53,23.3,15.53,14.93,10.07,3.03,20.5
2007,1282,70.77,75.4,24.67,58.8,8.17,13.27,17.87,11.73,19.93,11.67,11.7,6.37,2.4,18.23
2007,1283,73.58,65.16,25.45,53.94,7.39,15.29,21.94,10.52,23.94,16.23,13.0,7.71,3.13,18.48
2007,1284,64.6,67.6,23.47,50.43,6.3,11.37,17.3,8.63,21.43,13.73,15.27,6.47,5.1,17.0
2007,1285,71.17,70.7,25.33,55.4,7.97,12.53,18.9,11.6,21.33,14.9,13.0,5.7,3.2,19.07
2007,1286,66.39,73.21,23.25,56.0,7.54,12.36,18.61,12.32,22.54,13.79,15.93,5.39,3.25,22.14
2007,1287,63.07,65.68,23.11,53.57,6.0,10.86,16.54,11.86,20.57,14.64,14.21,5.61,1.75,19.18
2007,1288,68.0,70.29,25.06,54.81,4.81,13.06,20.74,12.97,22.03,12.45,16.23,5.9,3.39,21.39
2007,1290,61.0,62.09,21.09,51.91,4.91,13.91,21.33,12.03,23.79,10.85,15.88,5.76,4.3,17.27
2007,1291,65.23,68.39,24.42,56.52,4.9,11.48,16.84,11.68,20.71,11.74,14.77,7.74,2.68,20.77
2007,1292,62.42,64.29,23.39,50.9,4.55,11.1,15.94,8.77,23.39,12.58,14.06,3.9,2.84,20.06
2007,1293,65.7,66.37,23.48,53.37,5.93,12.81,18.78,11.0,22.19,13.3,15.11,7.11,2.93,20.96
2007,1294,66.38,76.27,22.96,54.35,6.46,14.0,20.58,11.69,22.85,13.04,17.65,5.08,2.42,23.73
2007,1295,74.75,65.33,27.54,55.42,5.21,14.46,20.58,12.33,23.58,14.62,15.04,7.75,4.54,17.58
2007,1296,66.34,72.17,24.34,51.66,5.21,12.45,17.48,10.45,22.21,14.17,18.1,5.38,3.31,18.48
2007,1298,60.93,64.43,20.18,49.5,8.75,11.82,15.89,7.11,21.61,12.86,15.57,7.07,1.61,21.46
2007,1299,71.97,73.1,23.5,55.0,7.53,17.43,25.83,10.63,21.9,12.17,16.6,8.03,1.6,18.57
2007,1301,72.18,72.27,25.52,51.67,6.03,15.12,20.7,8.06,23.7,14.88,14.91,5.39,3.45,15.97
2007,1304,66.59,65.0,22.34,49.83,8.1,13.79,19.31,8.34,21.55,14.76,14.07,6.62,2.28,18.03
2007,1305,77.68,67.26,28.0,57.39,7.48,14.19,18.81,11.61,26.55,16.55,13.03,5.45,4.13,16.71
2007,1306,58.38,64.55,20.07,49.59,7.59,10.66,15.76,8.31,21.48,10.62,12.48,3.79,1.93,17.83
2007,1307,74.81,73.9,26.45,57.9,9.13,12.77,19.32,10.45,22.55,14.77,12.29,5.65,2.29,17.58
2007,1308,77.66,72.09,26.44,55.22,5.84,18.94,29.09,13.41,24.62,13.69,17.03,7.12,2.81,20.81
2007,1309,73.13,75.37,25.8,57.03,7.33,14.2,19.9,10.1,21.43,11.43,11.77,6.53,3.3,19.93
2007,1310,76.06,73.73,25.58,60.52,8.0,16.91,23.09,14.67,23.42,13.58,13.36,6.27,1.58,17.36
2007,1311,71.31,81.52,24.69,58.0,8.97,12.97,17.21,9.17,22.52,15.45,16.03,6.28,2.24,18.0
2007,1312,57.14,70.59,20.03,49.66,5.07,12.0,18.28,8.79,21.69,10.69,17.83,6.21,2.93,20.62
2007,1313,65.67,74.5,24.03,52.67,4.77,12.83,20.23,12.07,22.03,10.73,17.87,5.87,3.47,19.03
2007,1314,86.26,68.12,31.47,62.41,5.76,17.56,24.82,13.41,27.29,18.65,13.94,8.38,4.59,17.29
2007,1316,53.48,68.44,19.19,50.11,4.07,11.04,18.37,10.04,22.37,10.78,17.07,6.3,2.74,17.59
2007,1317,76.23,72.13,27.1,59.43,6.77,15.27,23.4,13.77,25.2,12.43,15.47,6.17,4.4,20.4
2007,1318,62.19,66.47,21.72,52.81,7.5,11.25,16.19,8.72,21.5,13.34,12.41,4.94,4.0,15.09
2007,1319,82.11,81.75,28.39,57.89,7.68,17.64,23.64,10.79,24.57,17.71,16.32,5.0,2.18,22.68
2007,1320,65.23,62.87,22.43,50.17,6.23,14.13,20.03,9.2,24.77,13.1,12.4,4.17,3.13,16.67
2007,1321,56.79,59.55,21.03,48.17,6.48,8.24,11.79,7.1,17.55,15.17,10.9,8.38,2.83,14.93
2007,1322,78.68,78.06,26.61,60.03,6.26,19.19,26.97,13.16,21.52,16.45,16.23,9.87,3.9,21.97
2007,1323,81.55,67.81,27.13,58.9,9.13,18.16,24.19,12.68,25.68,17.48,12.94,8.42,3.48,18.06
2007,1324,69.31,68.66,23.09,53.0,6.25,16.88,21.94,13.25,21.19,12.72,14.53,6.09,1.09,17.19
2007,1325,72.26,70.19,24.19,54.16,6.13,17.74,24.55,11.45,22.94,13.06,14.06,8.26,2.1,16.13
2007,1326,73.64,60.15,26.27,55.7,7.45,13.64,19.61,11.18,24.52,15.58,11.76,6.82,5.94,13.58
2007,1328,66.67,59.7,23.83,54.83,5.87,13.13,18.27,12.37,23.33,13.37,13.77,6.87,4.23,18.3
2007,1329,73.73,70.24,25.7,55.61,6.24,16.09,22.27,11.55,23.24,14.15,16.03,7.55,3.45,18.94
2007,1330,70.12,62.16,24.06,55.41,7.22,14.78,20.5,12.12,24.56,14.97,12.34,7.62,3.41,18.72
2007,1331,71.72,65.47,24.16,51.41,6.0,17.41,24.53,10.69,24.41,13.5,15.28,6.25,4.44,17.88
2007,1332,76.39,65.94,26.27,58.33,9.48,14.36,19.12,12.21,22.85,14.27,12.61,7.12,2.06,16.03
2007,1333,63.13,69.81,23.58,56.26,5.19,10.77,18.13,11.23,20.77,12.06,13.48,7.48,3.1,17.74
2007,1334,68.37,71.9,23.57,52.07,6.8,14.43,21.07,9.9,22.07,14.63,14.77,5.5,1.93,16.93
2007,1335,74.07,67.52,26.86,55.07,6.07,14.28,21.28,10.69,22.45,17.24,13.97,8.55,3.0,18.21
2007,1336,65.4,67.93,23.03,52.27,6.47,12.87,18.73,11.57,21.47,15.1,14.1,5.63,1.6,16.27
2007,1337,77.1,83.23,27.03,62.83,9.77,13.27,18.8,11.3,18.53,14.03,15.43,9.27,3.73,20.1
2007,1338,71.15,62.44,25.88,54.94,6.06,13.32,20.0,12.21,23.56,17.44,11.71,5.32,3.47,16.47
2007,1339,60.77,69.84,21.55,52.48,4.1,13.58,18.58,11.9,23.45,11.39,16.87,4.13,2.13,17.97
2007,1340,76.7,75.83,26.8,59.0,6.67,16.43,25.67,13.2,22.7,15.47,15.53,6.87,4.77,21.3
2007,1341,58.89,72.21,21.36,58.14,4.68,11.5,20.29,13.29,20.75,9.89,17.0,9.5,1.93,22.32
2007,1343,50.36,53.32,17.29,42.18,7.29,8.5,12.75,7.04,16.82,11.11,13.14,6.71,1.89,17.82
2007,1344,75.97,71.13,27.97,57.63,6.1,13.93,19.87,13.63,24.0,16.6,16.7,7.23,4.77,17.1
2007,1345,69.91,63.03,24.72,53.5,6.53,13.94,20.41,11.19,21.75,13.75,14.22,7.69,2.72,19.72
2007,1346,71.25,72.86,25.61,56.75,6.5,13.54,20.71,11.32,23.46,14.89,15.89,8.29,2.93,22.0
2007,1347,68.75,76.07,24.71,55.93,4.39,14.93,23.11,12.5,22.61,10.5,17.64,8.79,3.36,19.68
2007,1348,75.74,76.52,25.9,56.87,7.77,16.16,22.42,13.35,22.1,13.48,14.71,5.52,3.13,16.81
2007,1349,67.47,70.57,22.93,52.6,6.1,15.5,21.6,9.8,22.6,12.9,14.87,6.77,2.9,19.5
2007,1350,60.57,68.2,21.83,48.1,6.87,10.03,15.43,6.03,18.07,12.97,12.87,6.1,2.23,21.37
2007,1351,69.97,73.65,24.1,55.94,7.35,14.42,20.06,10.19,24.16,14.16,13.81,5.32,3.58,17.68
2007,1352,74.89,72.44,27.41,57.56,7.22,12.85,17.04,11.15,22.67,16.07,14.63,7.26,2.78,19.96
2007,1353,59.0,67.11,20.11,52.36,5.18,13.61,20.18,12.07,21.25,8.82,13.0,4.32,4.11,18.39
2007,1354,66.3,68.63,23.23,53.1,5.27,14.57,21.2,12.2,22.5,9.9,16.9,6.13,2.5,22.23
2007,1355,62.03,72.83,22.0,52.37,5.2,12.83,19.37,10.7,21.1,11.6,16.1,6.1,1.23,18.17
2007,1356,63.28,57.34,21.22,46.75,6.22,14.62,21.12,9.38,20.09,11.59,13.97,6.38,3.28,20.38
2007,1357,78.53,76.91,28.56,59.47,7.47,13.94,20.16,10.19,22.16,14.97,15.09,9.44,3.41,19.56
2007,1358,75.79,71.25,25.61,58.46,8.68,15.89,23.61,12.61,23.86,18.43,15.18,7.36,3.25,21.25
2007,1359,58.55,60.48,19.87,44.77,7.81,11.0,15.1,6.61,19.03,12.87,10.52,5.16,1.61,14.52
2007,1360,74.59,75.03,25.66,58.41,7.17,16.1,22.72,12.9,21.38,14.59,15.21,7.0,2.83,20.0
2007,1361,72.1,68.21,27.1,58.24,5.41,12.48,17.66,10.45,23.76,14.83,14.83,8.28,3.97,15.38
2007,1362,73.77,76.07,26.17,57.57,6.83,14.6,20.8,10.4,22.9,12.87,15.9,7.9,3.17,19.57
2007,1363,61.93,71.4,22.9,58.33,5.53,10.6,17.5,12.47,23.5,11.7,14.7,5.87,2.93,17.5
2007,1364,70.54,67.57,24.57,53.07,6.32,15.07,20.75,9.71,24.89,13.57,14.04,6.07,2.96,16.64
2007,1365,68.27,63.5,25.2,54.5,6.37,11.5,17.3,11.5,24.23,14.9,14.73,5.2,3.1,18.17
2007,1366,55.96,67.46,20.04,48.96,4.92,10.96,16.04,9.62,20.38,10.54,18.81,7.62,2.62,21.42
2007,1368,67.39,69.68,24.68,57.0,7.04,11.0,15.5,10.57,20.18,13.39,12.5,6.36,3.54,17.64
2007,1369,69.47,77.23,23.43,56.17,8.13,14.47,22.83,12.57,20.5,12.83,16.87,8.2,4.1,19.43
2007,1371,74.07,73.5,26.07,62.5,6.32,15.61,20.75,12.61,21.32,12.46,12.0,10.0,2.86,20.79
2007,1372,63.96,62.92,22.31,50.65,5.46,13.88,19.85,10.0,21.5,12.62,14.85,7.12,2.0,18.96
2007,1373,76.16,71.31,27.81,58.5,5.91,14.62,21.0,10.75,24.5,15.12,13.44,7.62,2.84,16.94
2007,1374,61.72,62.9,20.62,49.48,7.0,13.48,19.28,11.34,22.52,12.31,16.03,5.93,3.72,17.0
2007,1375,70.21,67.21,24.66,56.07,8.14,12.76,19.14,10.1,23.21,13.45,11.97,6.79,2.38,17.79
2007,1376,64.7,68.77,23.37,55.43,7.63,10.33,15.47,10.87,20.77,11.23,11.23,4.57,4.7,14.93
2007,1378,65.67,66.97,22.57,50.43,4.63,15.9,24.03,11.33,25.0,14.57,16.87,6.13,5.0,17.4
2007,1379,67.52,64.33,22.74,54.11,4.67,17.37,26.33,13.52,24.44,10.26,14.44,6.3,2.89,20.52
2007,1380,59.32,67.0,20.61,53.0,5.42,12.68,19.68,12.1,22.52,9.58,18.48,8.03,3.58,18.45
2007,1381,66.93,66.86,24.64,51.93,5.61,12.04,17.71,9.93,20.43,12.93,13.96,5.29,3.29,17.54
2007,1382,67.48,77.97,23.03,55.9,6.59,14.83,22.21,12.1,21.41,12.86,14.97,5.24,3.07,17.72
2007,1383,63.06,69.03,23.06,55.97,4.13,12.81,20.65,14.77,22.13,10.42,17.84,7.32,2.52,20.35
2007,1384,66.07,72.71,21.93,51.14,6.46,15.75,21.82,11.32,21.89,12.79,16.75,5.07,2.89,18.57
2007,1385,63.84,64.77,21.81,53.29,6.94,13.29,18.39,10.9,23.1,13.52,14.19,5.65,3.55,17.13
2007,1386,67.32,64.45,23.32,50.45,5.58,15.1,20.9,11.65,21.74,13.23,14.65,5.81,3.87,17.58
2007,1387,65.59,65.38,23.34,51.25,5.75,13.16,18.19,8.38,26.06,13.47,13.41,4.66,4.25,16.88
2007,1388,69.72,66.59,23.79,55.93,5.03,17.1,24.83,13.24,24.24,11.66,13.79,6.1,5.45,18.76
2007,1389,59.6,66.6,21.43,53.43,6.43,10.3,15.5,11.47,22.2,11.4,16.63,7.07,3.53,18.2
2007,1390,69.93,66.77,25.23,56.23,5.7,13.77,19.93,12.6,25.93,15.0,14.6,4.73,6.1,18.27
2007,1391,65.21,73.34,21.93,53.34,6.38,14.97,20.45,11.07,19.45,10.66,15.83,7.14,2.59,20.79
2007,1392,59.9,64.34,21.48,54.07,4.21,12.72,19.07,12.9,21.21,8.72,14.45,7.38,1.76,20.86
2007,1393,75.5,67.78,25.47,57.59,7.41,17.16,24.75,12.91,27.31,14.91,15.09,8.47,7.22,17.44
2007,1394,79.17,70.47,27.63,52.73,5.77,18.13,25.2,11.2,24.17,17.93,16.37,7.4,2.77,19.03
2007,1395,63.07,66.77,21.67,52.47,5.93,13.8,22.93,11.63,22.27,12.57,17.07,6.8,3.47,20.07
2007,1396,75.03,74.07,26.17,56.93,8.1,14.6,20.6,9.93,22.33,14.63,12.63,7.57,2.87,19.23
2007,1397,79.66,74.44,27.69,62.5,8.94,15.34,23.47,13.59,21.97,15.47,14.59,9.81,3.22,19.81
2007,1398,63.87,70.0,21.97,56.35,6.97,12.97,19.39,13.39,22.23,11.52,13.84,5.97,3.06,20.77
2007,1399,74.0,71.81,24.9,55.26,6.32,17.87,26.9,12.81,24.9,13.23,15.48,6.65,3.42,20.61
2007,1400,82.21,71.94,27.7,62.09,9.0,17.82,24.48,14.0,26.18,13.88,12.27,7.61,5.76,17.27
2007,1401,76.32,59.19,27.0,53.94,6.52,15.81,21.84,10.19,25.55,18.0,12.52,6.77,3.39,19.52
2007,1402,74.77,85.19,24.5,61.88,8.46,17.31,24.85,14.62,19.5,13.46,18.81,8.5,2.38,26.04
2007,1403,71.58,68.64,24.61,54.33,6.09,16.27,22.06,9.39,21.36,13.36,11.82,6.88,1.88,17.45
2007,1404,62.9,70.27,21.23,51.8,5.2,15.23,22.5,11.83,22.47,12.63,16.33,6.43,1.53,18.43
2007,1405,69.23,67.81,25.03,55.55,6.58,12.58,18.74,10.23,19.71,12.55,14.16,9.42,2.19,19.45
2007,1406,67.97,67.91,23.94,53.5,5.91,14.19,19.22,9.72,22.5,14.75,12.69,6.78,3.94,17.75
2007,1407,73.66,76.76,26.1,61.52,9.41,12.03,16.79,11.83,22.83,12.59,12.59,7.83,3.52,15.66
2007,1408,68.93,69.07,24.0,53.96,4.61,16.32,24.43,10.68,26.79,14.71,15.11,7.07,6.21,20.61
2007,1409,67.03,62.48,22.0,53.48,6.69,16.34,23.14,13.24,26.55,12.9,16.59,5.59,5.38,20.79
2007,1410,65.2,69.0,21.0,47.96,7.16,16.04,22.0,9.84,20.2,13.96,15.52,5.84,1.76,19.76
2007,1411,64.25,72.14,22.64,55.82,3.18,15.79,24.96,13.43,26.43,10.93,18.36,6.61,2.79,20.93
2007,1412,66.16,65.03,22.81,53.65,6.58,13.97,22.94,11.39,23.94,11.23,13.81,6.68,3.45,16.81
2007,1413,66.68,79.25,22.64,54.82,6.32,15.07,20.86,9.64,21.43,12.14,17.93,6.29,2.96,22.07
2007,1414,66.24,66.97,22.91,50.7,6.12,14.3,19.76,8.94,26.45,13.03,16.3,4.36,4.09,18.27
2007,1415,63.03,73.48,23.1,58.48,7.14,9.69,14.14,10.28,20.79,11.66,13.66,7.34,1.41,18.28
2007,1416,72.21,65.62,24.31,51.83,7.38,16.21,22.31,10.93,23.24,14.93,15.48,7.45,3.48,19.79
2007,1417,71.97,60.57,26.73,55.63,6.8,11.7,18.03,11.07,21.83,14.6,12.2,7.37,3.3,16.0
2007,1418,66.79,72.83,24.31,58.1,5.03,13.14,19.86,13.59,22.97,11.59,14.31,5.52,2.76,18.93
2007,1419,70.34,73.9,24.1,58.31,8.69,13.45,18.86,11.97,22.55,12.34,14.17,6.14,1.45,17.0
