,TeamID,Season,FG,FGA,3P,FT,FTA,OR,DR,TO,oppFG,oppFGA,opp3P,oppFT,oppFTA,oppOR,oppDR,oppTO,Wins,Seed
181,1196,2005,26.77,54.83,7.67,15.67,22.4,11.5,25.83,13.63,22.43,54.7,5.57,12.3,18.43,10.3,20.6,14.83,1,04
182,1437,2005,25.48,57.52,7.1,15.69,21.17,14.28,22.59,12.62,21.21,53.28,5.59,14.66,20.55,12.66,20.1,16.38,2,05
183,1458,2005,23.2,53.07,7.23,13.53,20.27,10.5,24.57,11.47,22.3,52.93,4.97,10.07,15.03,8.43,22.77,12.13,3,06
184,1150,2005,26.43,61.04,8.0,17.5,25.57,14.57,24.11,13.18,26.46,60.57,6.93,12.21,17.04,12.5,24.86,16.18,0,07
185,1278,2005,24.19,53.03,5.32,14.74,20.84,11.39,22.48,16.13,22.68,53.48,5.61,11.87,16.77,10.68,20.55,17.29,0,08
186,1235,2005,25.24,57.24,3.69,14.21,20.55,11.76,23.21,12.93,23.03,55.45,6.72,11.34,16.62,11.76,23.76,17.38,1,09
187,1301,2005,25.19,54.88,8.47,15.0,21.56,11.09,21.44,12.28,23.06,53.38,5.75,14.5,21.0,12.09,22.22,15.09,2,10
188,1320,2005,26.4,55.03,7.23,12.47,17.87,8.77,24.57,11.67,23.63,55.03,6.47,13.07,17.93,9.77,23.03,13.03,0,11
189,1307,2005,25.97,52.06,8.29,15.65,23.1,9.71,24.0,13.81,23.84,56.29,6.52,10.74,15.39,10.97,20.71,14.26,0,12
190,1325,2005,24.35,52.55,5.58,17.52,25.03,10.9,21.9,13.0,24.03,55.19,7.71,12.19,16.81,11.87,21.58,15.52,0,13
191,1137,2005,21.26,47.74,6.61,14.45,20.71,9.35,22.42,15.77,19.58,50.29,6.0,13.29,19.06,10.97,20.23,15.87,1,14
192,1416,2005,23.41,50.86,8.31,13.14,18.83,11.97,23.14,15.17,22.38,52.66,6.0,14.34,21.31,11.31,18.62,11.79,0,15
193,1105,2005,23.66,59.0,6.1,15.66,25.52,12.93,24.31,15.24,25.21,59.62,4.86,12.52,19.48,13.76,28.1,20.07,0,16
194,1324,2005,25.07,56.1,6.28,13.93,21.03,11.86,20.66,12.03,25.86,54.93,7.93,13.83,19.52,11.28,23.03,13.69,1,16
195,1181,2006,27.76,56.15,7.82,19.18,25.21,9.55,23.36,13.39,26.79,61.33,4.0,11.39,16.97,14.12,21.79,16.27,2,01
196,1400,2006,26.97,57.7,7.42,14.76,20.45,14.06,26.18,13.7,21.61,56.58,6.55,10.33,14.42,10.82,19.42,14.27,3,02
197,1234,2006,23.12,53.64,5.61,14.55,20.61,11.0,26.85,14.76,21.48,56.48,6.09,9.7,14.94,11.18,23.27,14.79,0,03
198,1261,2006,27.7,58.27,4.33,15.03,21.5,13.9,26.33,15.57,24.43,59.6,6.67,9.7,13.97,11.27,20.0,14.8,4,04
199,1393,2006,26.26,59.76,7.53,12.79,19.91,13.68,24.65,15.29,23.32,58.41,7.47,14.88,21.38,13.85,23.71,16.09,0,05
200,1452,2006,25.52,57.31,10.03,9.59,12.86,7.83,19.72,8.34,25.21,55.1,6.38,8.24,11.38,12.0,25.83,15.69,2,06
201,1143,2006,23.23,51.7,5.47,17.27,23.53,9.73,22.8,12.37,23.2,53.5,6.43,11.9,16.27,9.77,21.27,13.9,0,07
202,1203,2006,28.32,60.0,5.96,16.36,25.5,13.82,24.36,14.14,23.68,57.14,6.43,12.89,19.68,12.14,22.36,17.89,1,08
203,1423,2006,24.22,56.66,6.41,12.81,18.22,11.91,24.28,12.47,19.47,50.47,5.44,14.59,22.16,10.81,23.25,15.88,0,09
204,1301,2006,25.0,53.53,9.33,16.37,21.63,9.03,24.2,13.67,23.97,58.33,5.73,14.0,19.8,13.3,22.73,13.97,1,10
205,1356,2006,21.29,51.81,5.68,12.52,18.19,11.84,20.97,14.32,18.35,45.68,4.35,14.68,20.65,9.74,22.19,17.58,0,11
206,1401,2006,23.55,52.34,6.55,15.55,23.03,10.38,21.31,13.41,19.38,46.86,5.34,16.34,22.97,10.07,22.55,18.38,1,12
207,1233,2006,28.6,59.13,6.43,16.73,24.1,13.33,23.7,15.1,25.43,59.17,6.47,14.6,19.8,12.73,21.53,16.17,0,13
208,1322,2006,26.62,57.34,6.59,15.93,23.69,13.07,22.59,15.79,24.17,55.52,5.66,15.59,23.41,13.0,21.52,17.31,1,14
209,1335,2006,24.7,55.0,6.59,13.0,19.22,10.52,21.74,13.59,21.33,50.56,5.52,11.89,16.7,10.11,23.0,17.89,0,15
210,1380,2006,24.68,55.97,4.48,11.94,18.42,13.1,25.71,17.58,22.65,58.06,5.65,13.58,20.42,13.32,22.1,15.19,0,16
211,1272,2006,28.06,62.67,7.61,17.18,25.09,15.82,26.24,15.82,21.76,57.58,5.48,16.88,24.15,12.67,22.27,17.88,3,01
212,1417,2006,24.39,50.76,6.27,13.52,19.21,10.88,22.09,14.55,21.64,51.39,4.82,11.03,15.42,9.85,18.12,14.27,5,02
213,1211,2006,27.3,57.23,5.7,19.8,25.3,12.6,25.0,13.33,26.13,60.33,7.1,13.1,18.93,13.03,20.9,13.5,2,03
214,1242,2006,27.29,57.87,6.16,13.61,20.45,13.16,26.16,15.65,21.29,57.55,6.39,12.1,17.81,13.0,21.39,17.1,0,04
215,1338,2006,25.29,55.97,6.26,15.61,22.68,13.1,26.1,13.74,22.42,55.84,6.87,11.06,16.65,10.03,20.97,13.26,1,05
216,1231,2006,25.21,54.83,8.69,12.07,17.28,10.0,23.93,14.62,23.76,55.21,5.59,12.79,18.24,10.34,22.14,14.76,1,06
217,1266,2006,26.28,58.38,8.52,13.14,17.93,11.97,23.59,14.79,24.45,59.55,7.14,13.62,19.86,14.14,22.07,14.31,0,07
218,1116,2006,26.52,57.74,5.71,15.58,22.45,12.19,22.84,13.39,23.71,56.84,6.48,11.16,16.94,12.9,22.0,16.84,0,08
219,1137,2006,23.0,48.83,6.03,14.28,20.66,9.31,22.38,14.48,18.59,48.24,6.03,12.45,17.72,9.41,20.0,16.72,1,09
220,1104,2006,24.52,54.07,5.52,15.41,21.83,12.52,24.48,13.52,24.9,59.34,7.66,9.69,14.1,12.21,20.48,11.76,1,10
221,1361,2006,25.2,55.1,6.77,16.77,23.23,13.13,21.83,14.83,24.93,56.83,5.77,11.17,16.63,12.07,19.9,14.8,0,11
222,1245,2006,24.5,55.19,6.94,16.12,22.38,11.06,22.38,13.25,21.75,49.72,5.88,15.75,20.84,8.28,22.44,16.22,0,12
223,1133,2006,26.1,58.73,5.57,13.77,19.17,12.6,25.1,15.2,22.0,55.23,5.43,14.87,20.1,11.3,23.03,16.7,2,13
224,1462,2006,24.42,52.71,6.71,15.9,21.94,10.58,24.58,12.97,22.06,56.19,6.16,12.65,18.52,12.23,20.39,13.03,0,14
225,1125,2006,29.33,58.67,8.57,14.6,21.0,11.83,23.9,16.3,26.63,60.73,6.4,16.27,23.13,13.77,20.93,15.4,0,15
226,1331,2006,25.94,57.23,6.55,15.9,22.35,13.48,23.9,14.42,24.71,56.81,5.39,13.0,18.71,10.84,21.32,14.13,0,16
227,1437,2006,25.03,58.79,9.1,16.24,21.62,13.48,22.76,11.28,22.55,53.52,5.76,12.93,19.79,11.86,22.97,15.72,3,01
228,1326,2006,26.27,55.97,8.4,13.77,19.13,10.1,23.93,12.13,24.77,58.47,5.37,8.6,12.87,11.87,22.4,14.07,1,02
229,1196,2006,27.64,54.39,7.39,16.61,22.61,10.61,24.64,14.88,23.55,57.67,6.12,11.58,17.55,12.33,19.7,16.27,6,03
230,1130,2006,26.38,53.91,6.0,15.78,23.5,13.03,22.16,13.31,24.47,56.44,6.25,11.69,17.0,12.66,18.44,13.28,2,04
231,1305,2006,25.84,57.13,5.42,15.13,21.0,12.65,25.68,12.97,23.23,58.39,5.32,11.42,17.16,12.48,21.74,13.61,0,05
232,1328,2006,24.43,54.46,6.04,13.71,19.18,14.64,21.96,14.04,22.0,50.32,6.04,13.0,17.61,8.96,18.61,13.89,0,06
233,1207,2006,23.97,50.8,6.9,11.83,16.8,10.7,21.9,11.73,21.8,51.6,6.4,9.53,14.1,10.13,18.8,12.27,2,07
234,1112,2006,27.29,61.71,4.26,14.1,20.13,13.61,20.9,13.48,24.58,54.48,6.03,12.87,17.77,11.48,23.65,19.52,1,08
235,1458,2006,25.03,57.93,6.3,14.63,22.07,12.93,23.63,11.63,23.4,55.6,5.9,12.0,17.3,10.63,23.8,13.77,0,09
236,1320,2006,22.9,50.43,6.7,12.93,17.97,8.5,24.7,12.43,22.2,54.23,5.37,8.87,12.47,9.47,22.07,12.0,0,10
237,1454,2006,25.64,58.71,6.57,15.68,22.68,14.32,23.89,13.79,23.64,54.0,4.86,13.61,19.82,9.86,22.36,15.04,1,11
238,1285,2006,27.81,56.85,7.44,15.07,21.15,11.07,24.07,14.15,24.85,56.59,6.7,14.93,20.89,10.85,21.26,14.63,1,12
239,1334,2006,26.55,54.72,6.45,14.17,19.0,9.86,25.31,12.55,23.17,57.07,6.97,10.28,15.03,11.24,20.86,13.83,0,13
240,1375,2006,25.79,56.79,8.55,13.97,19.83,11.17,22.76,13.24,23.59,53.72,5.59,13.14,18.97,10.66,23.0,16.55,0,14
241,1172,2006,26.74,59.48,8.63,13.48,17.56,12.26,26.26,13.3,25.0,58.11,7.56,12.63,18.74,10.04,22.7,11.78,0,15
242,1214,2006,23.97,57.32,5.58,13.29,21.42,13.77,25.45,16.23,20.84,52.32,4.84,17.29,26.35,10.87,23.9,15.52,0,16
243,1284,2006,23.31,52.59,6.34,11.88,17.84,8.84,23.81,15.09,22.69,56.91,6.88,11.75,16.75,12.94,23.75,15.56,1,16
244,1163,2006,29.07,62.1,5.3,17.9,25.5,16.3,28.67,14.2,24.17,64.87,6.1,11.0,15.73,14.03,20.43,13.83,3,01
245,1397,2006,28.86,61.86,8.89,14.71,21.0,11.54,21.82,12.96,26.96,57.18,6.89,12.86,18.86,11.25,25.14,18.46,1,02
246,1314,2006,28.21,58.52,6.9,17.07,24.28,14.03,25.97,16.62,25.21,61.07,6.52,11.97,16.93,12.03,19.52,15.31,1,03
247,1228,2006,25.61,56.13,7.35,11.39,17.97,12.45,23.55,12.35,20.39,50.65,4.9,12.42,18.0,9.58,20.55,14.26,1,04
248,1449,2006,30.1,63.43,6.57,15.63,20.9,14.83,23.03,15.03,24.7,57.07,5.63,14.4,19.17,10.73,20.07,17.73,2,05
249,1277,2006,26.12,54.72,5.84,15.84,20.53,11.06,24.78,14.09,24.31,56.28,7.0,12.88,18.12,10.47,19.66,12.88,0,06
250,1455,2006,23.77,53.87,6.74,14.03,19.32,11.84,25.03,12.9,22.52,55.29,6.58,9.94,14.84,10.35,21.29,12.42,2,07
251,1246,2006,25.91,57.48,7.64,11.0,16.76,12.67,23.21,13.39,23.45,55.61,6.64,12.06,17.76,11.73,21.33,13.67,1,08
252,1412,2006,26.21,58.17,7.1,14.41,22.21,10.66,20.21,12.86,22.45,53.41,6.66,13.86,19.93,13.79,25.48,21.14,0,09
253,1371,2006,23.14,56.17,5.79,15.76,21.31,12.55,24.31,13.45,23.07,54.97,6.48,13.83,20.07,11.0,23.48,13.97,0,10
254,1206,2006,25.73,53.2,5.93,12.0,17.97,10.1,24.8,13.2,21.23,55.03,5.93,10.43,15.53,11.37,20.87,13.93,4,11
255,1429,2006,26.03,53.1,7.37,12.03,16.57,9.43,23.83,13.0,23.97,57.17,6.57,9.83,14.7,11.87,20.03,12.4,0,12
256,1102,2006,21.93,45.57,8.61,11.04,14.79,6.79,17.79,10.93,19.79,45.82,4.89,10.11,13.86,10.21,19.04,14.96,0,13
257,1293,2006,25.93,57.45,7.41,11.83,18.17,12.97,23.9,12.45,21.14,53.21,5.31,13.83,20.24,11.69,22.24,14.55,0,14
258,1457,2006,24.86,55.82,7.96,15.0,21.46,12.93,23.11,13.93,21.0,51.96,6.54,12.46,16.89,9.82,20.89,16.86,0,15
259,1107,2006,23.19,51.87,7.06,15.42,21.74,11.0,22.97,14.16,22.26,52.87,6.55,13.23,19.23,10.68,20.94,14.0,0,16
260,1314,2007,31.47,62.41,5.76,17.56,24.82,13.41,27.29,13.94,24.94,60.91,6.68,11.56,17.53,11.47,21.03,16.35,3,01
261,1207,2007,24.5,48.38,6.28,13.19,18.38,10.75,22.53,13.75,19.69,51.41,5.97,11.53,16.25,11.44,16.09,12.53,4,02
262,1450,2007,24.12,51.88,5.75,12.53,17.62,7.84,22.53,10.31,20.72,51.19,5.81,11.88,17.38,10.38,22.31,13.88,1,03
263,1400,2007,27.7,62.09,9.0,17.82,24.48,14.0,26.18,12.27,25.64,62.48,8.24,12.42,18.15,13.42,24.06,14.24,1,04
264,1425,2007,25.53,53.47,5.65,14.71,20.79,9.32,24.68,14.71,22.76,58.24,6.91,12.59,18.0,12.53,21.91,14.65,2,05
265,1435,2007,26.4,58.1,9.17,13.77,18.9,10.13,23.1,12.47,25.7,57.47,7.37,12.7,17.97,11.6,24.13,15.43,2,06
266,1130,2007,25.52,53.23,5.87,17.74,24.52,11.84,22.81,14.13,26.94,60.68,5.71,10.29,14.87,13.48,19.48,12.39,1,07
267,1266,2007,25.28,57.47,6.41,15.47,23.03,14.25,22.5,14.53,22.31,53.62,5.69,14.69,21.44,12.38,21.44,17.0,0,08
268,1277,2007,23.09,49.03,5.15,13.76,19.36,11.48,23.67,15.03,19.12,49.91,5.91,12.55,18.55,9.94,17.42,12.67,1,09
269,1403,2007,24.61,54.33,6.09,16.27,22.06,9.39,21.36,11.82,25.55,55.64,6.39,11.15,16.64,11.64,23.64,15.61,0,10
270,1203,2007,26.16,56.48,5.42,13.32,18.9,12.1,21.9,13.68,21.52,52.16,6.45,14.71,20.48,12.06,20.97,17.0,0,11
271,1116,2007,25.29,54.5,6.15,14.65,20.88,11.24,24.29,15.32,23.56,57.62,6.5,12.09,17.5,12.09,20.53,13.97,0,12
272,1308,2007,26.44,55.22,5.84,18.94,29.09,13.41,24.62,17.03,24.97,57.38,6.69,15.47,22.22,12.06,21.09,16.69,0,13
273,1331,2007,24.16,51.41,6.0,17.41,24.53,10.69,24.41,15.28,23.56,56.12,5.41,12.94,18.44,11.0,19.91,13.97,0,14
274,1125,2007,25.77,55.03,8.87,12.23,17.68,10.87,25.84,15.9,22.35,57.52,4.97,14.65,20.9,12.74,21.61,13.48,0,15
275,1184,2007,23.57,50.5,8.17,10.03,14.77,8.23,19.97,13.63,23.27,51.77,7.03,9.93,14.7,11.07,21.03,15.03,0,16
276,1326,2007,26.27,55.7,7.45,13.64,19.61,11.18,24.52,11.76,22.76,57.33,6.64,8.0,11.73,11.58,21.3,14.03,5,01
277,1272,2007,28.09,60.88,7.67,15.73,25.79,14.79,25.12,13.58,20.94,54.33,5.0,15.45,23.15,11.94,22.55,18.03,3,02
278,1401,2007,27.0,53.94,6.52,15.81,21.84,10.19,25.55,12.52,19.61,52.77,5.68,14.29,20.26,10.97,19.9,15.0,2,03
279,1438,2007,25.52,58.59,8.14,18.28,24.79,13.48,25.52,13.72,24.69,60.1,7.41,14.97,21.17,12.28,22.48,13.48,1,04
280,1397,2007,27.69,62.5,8.94,15.34,23.47,13.59,21.97,14.59,26.0,56.94,6.75,15.69,21.66,11.91,25.66,19.06,2,05
281,1257,2007,24.94,57.61,7.42,14.0,20.68,13.58,23.45,12.87,20.94,52.29,5.65,15.39,23.03,12.19,22.68,15.23,1,06
282,1305,2007,28.0,57.39,7.48,14.19,18.81,11.61,26.55,13.03,24.74,60.45,5.58,12.19,16.94,11.48,20.1,11.52,1,07
283,1140,2007,28.28,57.75,7.38,13.41,20.41,11.94,25.38,13.53,24.81,56.72,5.84,14.16,20.69,10.19,21.09,13.25,0,08
284,1462,2007,24.97,52.09,7.91,18.56,25.06,10.91,22.91,12.88,24.09,55.84,5.66,10.94,16.41,11.22,19.66,14.25,1,09
285,1166,2007,22.19,49.72,6.31,16.47,21.81,10.28,22.5,12.84,21.28,51.28,6.62,11.25,16.22,10.0,20.34,13.88,0,10
286,1390,2007,25.23,56.23,5.7,13.77,19.93,12.6,25.93,14.6,23.63,57.37,5.47,14.03,20.2,10.97,21.83,11.7,0,11
287,1253,2007,28.3,62.07,8.53,15.4,21.83,12.8,23.83,13.73,26.23,59.5,7.7,13.73,19.0,12.03,24.6,16.43,0,12
288,1107,2007,24.25,53.25,6.84,12.91,17.88,11.0,22.97,13.38,22.25,51.12,6.06,13.91,19.62,9.5,21.03,14.12,0,13
289,1335,2007,26.86,55.07,6.07,14.28,21.28,10.69,22.45,13.97,23.97,54.66,6.17,13.41,18.83,11.28,21.62,16.17,0,14
290,1317,2007,27.1,59.43,6.77,15.27,23.4,13.77,25.2,15.47,24.1,56.93,7.3,16.63,23.83,11.33,23.1,15.53,0,15
291,1148,2007,23.36,53.61,7.64,14.94,20.55,11.97,22.97,14.21,24.33,55.33,6.33,10.73,16.18,11.18,21.55,13.94,0,16
292,1196,2007,28.56,54.21,7.18,15.03,22.09,11.09,26.09,14.0,23.03,57.03,5.03,10.47,16.26,10.91,18.94,13.47,6,01
293,1458,2007,24.24,52.35,5.82,15.79,23.26,11.35,23.74,11.44,21.29,52.26,5.44,9.21,14.15,9.79,20.41,14.32,1,02
294,1332,2007,26.27,58.33,9.48,14.36,19.12,12.21,22.85,12.61,24.67,55.97,5.7,10.91,15.79,10.3,21.79,15.09,3,03
295,1268,2007,28.66,59.84,5.75,16.44,23.53,12.62,25.94,15.78,24.25,62.34,5.72,13.38,19.38,15.0,22.44,17.06,1,04
296,1139,2007,21.81,49.97,9.0,15.68,20.65,9.0,20.94,9.23,19.03,47.19,5.03,13.84,20.23,9.94,21.42,13.06,2,05
297,1323,2007,27.13,58.9,9.13,18.16,24.19,12.68,25.68,12.94,24.42,58.68,6.39,12.58,18.16,11.87,22.06,14.97,0,06
298,1424,2007,26.61,59.27,7.67,14.15,19.88,12.06,22.61,11.42,23.7,55.45,6.18,13.33,19.0,12.18,23.24,15.55,2,07
299,1112,2007,27.5,57.3,5.6,17.87,23.97,12.37,25.17,13.73,27.93,63.1,8.5,8.13,11.77,11.4,20.23,12.37,0,08
300,1345,2007,24.72,53.5,6.53,13.94,20.41,11.19,21.75,14.22,21.97,51.81,5.75,13.34,19.59,10.97,20.84,16.5,1,09
301,1210,2007,29.35,59.61,6.39,14.0,20.48,13.68,22.61,15.87,23.45,52.97,6.19,16.42,23.42,10.55,19.71,17.39,0,10
302,1457,2007,26.79,56.25,8.07,12.46,19.68,11.86,25.21,13.32,22.25,53.93,6.32,12.04,18.07,9.68,21.61,14.21,1,11
303,1330,2007,24.06,55.41,7.22,14.78,20.5,12.12,24.56,12.34,21.78,52.84,6.16,12.44,18.88,10.31,22.16,14.53,0,12
304,1172,2007,27.71,61.71,9.23,15.35,20.35,13.03,26.74,14.65,24.29,57.29,7.97,12.16,17.74,9.74,23.97,16.74,0,13
305,1275,2007,21.84,47.53,5.06,10.81,15.25,8.03,22.41,13.34,20.34,50.09,5.03,11.69,17.03,10.44,20.34,11.94,0,14
306,1394,2007,27.63,52.73,5.77,18.13,25.2,11.2,24.17,16.37,24.37,55.83,7.4,14.33,20.3,11.0,18.2,15.43,0,15
307,1238,2007,25.03,59.76,5.64,15.33,21.76,13.36,22.67,15.42,25.06,56.67,6.09,16.09,24.3,13.61,24.45,17.73,0,16
308,1242,2007,29.06,59.29,5.97,14.35,21.53,13.06,27.32,14.0,21.0,56.18,6.56,12.47,18.74,11.71,21.15,16.79,3,01
309,1417,2007,26.73,55.63,6.8,11.7,18.03,11.07,21.83,12.2,22.43,51.77,4.93,10.77,14.8,9.23,20.83,15.4,4,02
310,1338,2007,25.88,54.94,6.06,13.32,20.0,12.21,23.56,11.71,22.18,54.15,5.88,12.21,16.94,10.82,20.38,12.47,2,03
311,1356,2007,21.22,46.75,6.22,14.62,21.12,9.38,20.09,13.97,18.41,43.56,5.19,15.34,21.59,8.12,19.91,15.03,2,04
312,1439,2007,26.39,56.03,4.77,14.48,21.74,11.06,22.48,10.97,22.74,54.19,6.61,13.03,19.65,12.06,21.87,15.13,1,05
313,1181,2007,24.84,53.0,6.09,14.41,20.81,11.28,23.81,15.38,23.09,54.72,4.06,11.25,16.0,10.28,20.12,15.0,0,06
314,1231,2007,24.77,54.83,7.93,13.43,18.87,11.67,21.63,12.37,20.7,49.23,4.5,16.27,23.0,10.5,20.7,14.77,1,07
315,1246,2007,26.44,55.19,6.75,13.91,19.88,10.78,25.66,14.69,24.72,60.41,7.47,10.47,16.41,12.72,20.56,13.16,1,08
316,1437,2007,23.23,55.13,7.61,18.1,23.1,13.23,23.03,13.65,21.23,51.84,7.39,14.84,21.35,10.94,21.03,15.81,0,09
317,1211,2007,27.7,56.85,6.76,16.97,22.61,10.52,27.09,14.03,23.58,59.15,8.0,14.94,21.73,11.67,21.52,13.58,0,10
318,1433,2007,25.64,55.73,6.91,16.61,22.91,12.06,21.27,11.39,22.91,50.97,5.97,12.97,18.58,9.67,21.79,16.42,1,11
319,1228,2007,22.68,52.5,6.91,12.24,19.56,12.59,22.53,13.82,19.94,49.53,5.56,11.71,16.79,9.35,20.85,14.85,0,12
320,1221,2007,21.94,50.09,5.76,14.61,19.88,11.36,20.79,15.18,19.33,46.79,6.15,12.55,17.82,8.97,18.82,16.91,0,13
321,1460,2007,23.22,52.53,5.47,12.69,17.25,10.03,22.16,12.25,21.44,51.5,6.62,12.12,16.94,10.5,21.94,13.78,0,14
322,1451,2007,23.96,49.36,5.71,17.39,25.96,9.68,22.96,15.82,25.29,56.82,6.39,13.32,19.04,11.5,20.57,13.75,0,15
323,1197,2007,23.65,52.77,5.81,15.87,24.1,12.61,23.71,17.55,24.16,56.9,9.35,12.68,18.48,12.0,20.94,15.06,0,16
324,1310,2007,25.58,60.52,8.0,16.91,23.09,14.67,23.42,13.36,27.36,58.79,6.39,12.61,18.15,10.85,23.06,13.97,1,16
325,1314,2008,31.85,66.03,5.53,19.47,25.82,15.71,28.5,14.68,27.18,64.41,7.44,10.94,16.44,11.47,21.35,16.35,4,01
326,1397,2008,29.03,63.53,9.03,15.31,23.41,14.41,23.66,12.91,24.78,56.69,6.25,15.06,22.34,12.38,24.53,17.97,2,02
327,1257,2008,25.5,56.25,7.53,13.41,20.47,11.66,26.06,13.25,21.34,55.66,6.06,12.59,18.47,11.53,23.38,14.44,3,03
328,1450,2008,23.25,48.62,6.38,14.19,19.34,7.78,21.44,10.34,20.72,49.09,5.38,10.25,14.16,9.22,19.91,13.38,2,04
329,1323,2008,28.23,61.45,8.45,15.71,21.35,13.32,28.32,13.0,26.77,65.0,7.39,9.58,14.84,12.74,23.1,12.61,1,05
330,1328,2008,24.0,54.27,6.33,14.09,20.7,11.36,24.61,12.91,22.42,55.18,6.15,12.39,16.79,10.55,22.52,13.3,1,06
331,1139,2008,22.72,50.47,9.22,13.69,18.56,8.94,20.72,10.25,21.19,49.34,4.97,10.41,15.41,9.59,21.16,13.84,1,07
332,1231,2008,25.34,54.69,6.59,17.84,23.38,11.62,26.41,13.72,23.38,57.22,6.91,11.03,17.19,10.75,20.59,13.53,0,08
333,1116,2008,26.73,57.39,5.88,14.3,21.27,12.82,23.94,15.45,23.21,55.7,6.36,14.24,20.33,10.97,21.3,15.15,1,09
334,1375,2008,25.61,53.81,6.68,17.71,24.87,12.06,24.9,13.9,23.65,56.26,6.87,11.52,17.29,10.81,20.23,14.06,0,10
335,1386,2008,25.3,53.06,7.3,15.42,21.24,9.94,22.24,12.73,23.73,54.73,7.61,12.21,17.85,11.52,20.67,14.27,0,11
336,1206,2008,24.48,52.15,6.12,14.79,21.0,9.97,24.45,11.97,22.85,54.52,5.91,10.7,14.88,9.36,20.94,11.73,0,12
337,1457,2008,23.58,53.55,6.35,11.61,19.42,11.52,23.48,12.84,20.06,50.81,6.74,11.97,17.19,9.61,22.55,15.06,0,13
338,1129,2008,28.84,57.44,8.12,15.41,23.12,9.94,26.12,15.69,27.31,61.56,6.78,14.69,20.66,10.97,22.72,14.47,0,14
339,1110,2008,21.16,47.78,7.84,14.94,20.09,9.47,22.56,13.62,20.72,50.22,6.25,14.09,19.09,9.78,19.84,12.12,0,15
340,1164,2008,20.59,52.24,4.09,13.88,19.35,11.09,20.21,14.62,22.91,52.03,6.94,13.35,20.47,12.65,23.53,16.41,0,16
341,1291,2008,24.22,54.25,6.0,14.62,21.0,10.09,23.94,14.38,23.0,55.41,5.47,15.03,21.38,11.81,23.59,15.09,1,16
342,1242,2008,29.45,58.36,6.79,15.48,21.88,12.3,26.42,12.91,21.39,55.85,7.24,11.64,17.18,10.79,20.09,15.85,6,01
343,1207,2008,25.09,51.62,7.84,11.69,17.56,9.91,25.09,13.22,19.72,53.75,5.56,12.97,19.22,12.34,20.03,12.78,1,02
344,1458,2008,23.48,52.15,5.82,14.55,20.52,11.61,24.3,12.09,19.73,51.97,5.3,9.0,13.21,9.67,20.48,13.85,2,03
345,1435,2008,27.36,58.61,9.06,16.79,22.82,10.45,24.88,14.48,26.91,61.79,7.15,13.39,19.48,12.67,23.52,15.0,0,04
346,1155,2008,29.5,64.38,8.0,12.19,19.56,15.66,22.59,14.75,25.41,58.31,4.97,13.72,19.28,13.09,23.25,17.81,0,05
347,1425,2008,24.97,51.88,5.56,13.56,19.81,9.25,24.47,14.72,22.94,58.59,6.22,11.09,16.06,12.81,20.38,13.34,0,06
348,1211,2008,27.0,55.75,6.5,16.0,22.38,11.22,26.31,14.19,22.38,56.88,6.78,11.72,18.16,11.09,21.25,15.0,0,07
349,1424,2008,23.94,57.0,7.56,13.81,18.53,10.5,24.22,10.62,22.0,54.19,6.09,11.84,17.72,11.44,25.12,14.62,1,08
350,1245,2008,24.06,51.47,5.79,15.32,21.47,10.97,22.32,14.59,21.32,52.09,5.44,13.5,20.09,12.29,19.59,16.21,0,09
351,1172,2008,28.65,60.74,8.77,11.26,15.45,11.23,24.87,12.19,21.9,52.23,6.71,12.61,19.68,9.45,23.26,16.58,3,10
352,1243,2008,27.9,62.87,6.63,16.33,23.5,16.17,25.0,15.17,24.17,57.23,6.6,14.03,21.43,11.13,22.2,16.4,1,11
353,1437,2008,24.84,57.94,7.06,16.09,22.25,13.47,22.62,14.22,22.66,51.72,7.75,16.25,23.75,10.34,23.06,16.53,2,12
354,1373,2008,27.56,61.12,7.0,14.69,21.5,11.72,22.19,11.09,26.81,59.5,7.69,9.75,15.12,13.34,25.06,17.38,1,13
355,1168,2008,29.74,62.45,8.61,14.39,20.39,12.0,23.87,13.42,26.61,57.1,7.19,12.48,18.58,10.03,24.26,17.29,0,14
356,1420,2008,26.58,58.48,7.32,14.39,19.68,11.29,22.61,9.68,25.13,57.55,7.23,12.03,16.45,11.81,23.26,12.52,0,15
357,1340,2008,25.63,54.67,9.03,13.8,20.57,11.17,22.43,14.67,24.2,54.17,6.3,13.63,18.77,10.13,21.7,15.3,0,16
358,1272,2008,28.76,61.76,7.94,14.21,23.85,14.12,26.68,12.21,21.65,56.56,4.85,12.47,18.53,11.03,23.24,16.59,5,01
359,1400,2008,26.85,59.79,7.73,13.42,19.48,12.73,24.85,9.24,22.94,57.94,7.48,11.55,17.21,12.64,22.52,12.15,3,02
360,1390,2008,24.85,55.36,5.39,15.58,22.39,13.18,25.67,12.27,21.64,54.85,4.97,12.36,18.64,10.39,20.42,11.79,2,03
361,1338,2008,27.09,58.97,6.14,13.83,21.03,14.51,23.29,12.2,23.74,56.43,6.4,11.31,16.31,11.83,21.57,14.11,1,04
362,1277,2008,26.33,54.88,4.97,13.67,18.7,12.39,24.82,13.67,21.94,54.73,6.55,11.58,17.61,11.36,18.73,12.45,2,05
363,1266,2008,26.5,59.34,7.16,15.75,22.47,13.56,23.19,13.25,22.22,53.84,4.94,14.94,22.03,11.75,22.19,16.94,1,06
