,Season,Wins,Seed,TeamID
1151,2021,1,02,1234
1152,2021,1,03,1242
1153,2021,0,04,1438
1154,2021,2,05,1166
1155,2021,3,06,1425
1156,2021,1,07,1332
1157,2021,1,08,1328
1158,2021,0,09,1281
1159,2021,0,10,1433
1160,2021,1,11,1179
1161,2021,0,11,1455
1162,2021,0,12,1364
1163,2021,1,13,1325
1164,2021,0,14,1186
1165,2021,0,15,1213
1166,2021,0,16,1111
1167,2021,1,16,1313
1168,2021,1,01,1228
1169,2021,4,02,1222
1170,2021,1,03,1452
1171,2021,1,04,1329
1172,2021,0,05,1397
1173,2021,0,06,1361
1174,2021,0,07,1155
1175,2021,2,08,1260
1176,2021,0,09,1210
1177,2021,1,10,1353
1178,2021,2,11,1393
1179,2021,3,12,1333
1180,2021,0,13,1251
1181,2021,0,14,1287
1182,2021,0,15,1156
1183,2021,0,16,1180
1184,2021,6,01,1124
1185,2021,0,02,1326
1186,2021,3,03,1116
1187,2021,0,04,1345
1188,2021,2,05,1437
1189,2021,1,06,1403
1190,2021,1,07,1196
1191,2021,0,08,1314
1192,2021,1,09,1458
1193,2021,0,10,1439
1194,2021,0,11,1429
1195,2021,0,12,1457
1196,2021,1,13,1317
1197,2021,0,14,1159
1198,2021,2,15,1331
1199,2021,0,16,1216
1200,2022,1,01,1124
1201,2022,0,02,1246
1202,2022,2,03,1345
1203,2022,2,04,1417
1204,2022,1,05,1388
1205,2022,1,06,1400
1206,2022,1,07,1293
1207,2022,5,08,1314
1208,2022,0,09,1266
1209,2022,0,10,1362
1210,2022,0,11,1439
1211,2022,1,12,1231
1212,2022,0,12,1461
1213,2022,0,13,1103
1214,2022,0,14,1463
1215,2022,3,15,1389
1216,2022,0,16,1313
1217,2022,2,01,1211
1218,2022,4,02,1181
1219,2022,2,03,1403
1220,2022,3,04,1116
1221,2022,0,05,1163
1222,2022,0,06,1104
1223,2022,1,07,1277
1224,2022,0,08,1129
1225,2022,1,09,1272
1226,2022,0,10,1172
1227,2022,2,11,1323
1228,2022,0,11,1353
1229,2022,1,12,1308
1230,2022,0,13,1436
1231,2022,0,14,1286
1232,2022,0,15,1168
1233,2022,0,16,1209
1234,2022,6,01,1242
1235,2022,1,02,1120
1236,2022,1,03,1458
1237,2022,2,04,1344
1238,2022,0,05,1234
1239,2022,0,06,1261
1240,2022,0,07,1425
1241,2022,0,08,1361
1242,2022,1,09,1166
1243,2022,3,10,1274
1244,2022,2,11,1235
1245,2022,1,12,1350
1246,2022,0,13,1355
1247,2022,0,14,1159
1248,2022,0,15,1240
1249,2022,0,16,1394
1250,2022,1,16,1411
1251,2022,2,01,1112
1252,2022,4,02,1437
1253,2022,1,03,1397
1254,2022,1,04,1228
1255,2022,3,05,1222
1256,2022,0,06,1161
1257,2022,1,07,1326
1258,2022,0,08,1371
1259,2022,1,09,1395
1260,2022,0,10,1260
1261,2022,2,11,1276
1262,2022,0,12,1412
1263,2022,0,13,1151
1264,2022,0,14,1255
1265,2022,0,15,1174
1266,2022,0,16,1136
1267,2022,1,16,1460
