,TeamID,Season,PointScored,PointAllow,FG,oppFG,FGA,oppFGA,3P,opp3P,FT,oppFT,FTA,oppFTA,TO,oppTO,ORB,oppOR,DRB,oppDR,Ast,Stl,Blk,PF,oppORB,OR,oppDRB,DR,Wins,Seed
303,1330,2007,70.12,62.16,24.06,21.78,55.41,52.84,7.22,6.16,14.78,12.44,20.5,18.88,12.34,14.53,11.96,9.92,26.08,20.25,14.97,7.62,3.41,18.72,11.5,12.62,27.88,20.0,0,12
304,1172,2007,80.0,68.71,27.71,24.29,61.71,57.29,9.23,7.97,15.35,12.16,20.35,17.74,14.65,16.74,12.85,9.63,27.44,23.85,15.48,7.74,2.65,17.94,10.5,14.25,24.75,22.0,0,13
305,1275,2007,59.56,57.41,21.84,20.34,47.53,50.09,5.06,5.03,10.81,11.69,15.25,17.03,13.34,11.94,7.33,10.89,24.28,19.44,12.84,5.81,4.09,17.03,9.86,8.93,21.5,20.0,0,14
306,1394,2007,79.17,70.47,27.63,24.37,52.73,55.83,5.77,7.4,18.13,14.33,25.2,20.3,16.37,15.43,10.83,11.46,23.29,16.88,17.93,7.4,2.77,19.03,9.17,12.67,23.5,27.67,0,15
307,1238,2007,71.03,72.3,25.03,25.06,59.76,56.67,5.64,6.09,15.33,16.09,21.76,24.3,15.42,17.73,13.7,13.25,23.5,22.4,13.52,8.18,3.12,20.7,14.15,12.85,27.62,21.38,0,16
308,1242,2007,78.44,61.03,29.06,21.0,59.29,56.18,5.97,6.56,14.35,12.47,21.53,18.74,14.0,16.79,12.9,12.0,28.1,20.87,16.76,8.91,6.68,18.65,9.5,14.25,23.25,21.5,3,01
309,1417,2007,71.97,60.57,26.73,22.43,55.63,51.77,6.8,4.93,11.7,10.77,18.03,14.8,12.2,15.4,10.44,8.96,22.32,20.24,14.6,7.37,3.3,16.0,10.6,14.2,23.8,19.4,4,02
310,1338,2007,71.15,62.44,25.88,22.18,54.94,54.15,6.06,5.88,13.32,12.21,20.0,16.94,11.71,12.47,11.3,10.74,24.48,19.19,17.44,5.32,3.47,16.47,11.14,15.71,25.0,20.0,2,03
311,1356,2007,63.28,57.34,21.22,18.41,46.75,43.56,6.22,5.19,14.62,15.34,21.12,21.59,13.97,15.03,9.69,8.38,20.38,19.77,11.59,6.38,3.28,20.38,7.0,8.0,20.5,18.83,2,04
312,1439,2007,72.03,65.13,26.39,22.74,56.03,54.19,4.77,6.61,14.48,13.03,21.74,19.65,10.97,15.13,11.3,13.35,24.8,21.15,13.26,8.39,4.61,18.35,9.73,10.64,23.18,18.27,1,05
313,1181,2007,70.19,61.5,24.84,23.09,53.0,54.72,6.09,4.06,14.41,11.25,20.81,16.0,15.38,15.0,11.14,10.5,24.86,18.45,13.19,7.38,4.72,17.44,9.8,11.6,23.8,21.5,0,06
314,1231,2007,70.9,62.17,24.77,20.7,54.83,49.23,7.93,4.5,13.43,16.27,18.87,23.0,12.37,14.77,12.25,10.6,22.15,19.4,13.37,6.63,4.47,20.8,10.3,10.5,23.3,20.6,1,07
315,1246,2007,73.53,67.38,26.44,24.72,55.19,60.41,6.75,7.47,13.91,10.47,19.88,16.41,14.69,13.16,10.57,13.14,27.14,19.57,15.88,5.97,4.81,15.84,11.91,11.18,22.45,22.82,1,08
316,1437,2007,72.16,64.68,23.23,21.23,55.13,51.84,7.61,7.39,18.1,14.84,23.1,21.35,13.65,15.81,13.57,11.52,24.24,20.05,12.65,7.94,3.29,19.39,9.7,12.5,23.1,20.5,0,09
317,1211,2007,79.12,70.09,27.7,23.58,56.85,59.15,6.76,8.0,16.97,14.94,22.61,21.73,14.03,13.58,10.74,11.61,28.74,21.3,14.48,6.24,3.58,19.3,11.8,10.0,22.0,23.3,0,10
318,1433,2007,74.79,64.76,25.64,22.91,55.73,50.97,6.91,5.97,16.61,12.97,22.91,18.58,11.39,16.42,12.41,9.48,21.41,20.74,13.58,7.45,3.09,18.03,10.5,10.5,26.5,20.67,1,11
319,1228,2007,64.5,57.15,22.68,19.94,52.5,49.53,6.91,5.56,12.24,11.71,19.56,16.79,13.82,14.85,12.74,8.96,23.43,19.48,14.0,5.94,2.88,17.09,10.18,12.27,23.73,20.64,0,12
320,1221,2007,64.24,57.36,21.94,19.33,50.09,46.79,5.76,6.15,14.61,12.55,19.88,17.82,15.18,16.91,11.4,8.64,22.04,17.8,13.73,9.55,3.73,18.12,10.0,11.25,22.0,16.88,0,13
321,1460,2007,64.59,61.62,23.22,21.44,52.53,51.5,5.47,6.62,12.69,12.12,17.25,16.94,12.25,13.78,9.22,10.57,23.35,20.3,12.19,5.84,1.53,17.47,10.33,12.11,26.11,19.11,0,14
322,1451,2007,71.04,70.29,23.96,25.29,49.36,56.82,5.71,6.39,17.39,13.32,25.96,19.04,15.82,13.75,10.18,11.65,26.12,20.0,13.61,6.61,2.5,19.54,11.27,8.91,21.45,18.09,0,15
323,1197,2007,68.97,70.35,23.65,24.16,52.77,56.9,5.81,9.35,15.87,12.68,24.1,18.48,17.55,15.06,12.72,11.28,25.06,19.0,13.42,6.65,1.71,18.0,13.0,12.46,23.62,21.85,0,16
324,1310,2007,76.06,73.73,25.58,27.36,60.52,58.79,8.0,6.39,16.91,12.61,23.09,18.15,13.36,13.97,14.0,11.0,24.82,21.27,13.58,6.27,1.58,17.36,10.55,16.0,26.64,20.64,1,16
325,1314,2008,88.71,72.74,31.85,27.18,66.03,64.41,5.53,7.44,19.47,10.94,25.82,16.44,14.68,16.35,15.41,11.5,28.59,21.0,16.74,8.32,4.59,16.97,11.0,20.5,27.0,27.0,4,01
326,1397,2008,82.41,70.88,29.03,24.78,63.53,56.69,9.03,6.25,15.31,15.06,23.41,22.34,12.91,17.97,14.86,13.0,24.21,23.96,17.88,9.16,3.31,20.75,8.0,11.25,28.5,19.75,2,02
327,1257,2008,71.94,61.34,25.5,21.34,56.25,55.66,7.53,6.06,13.41,12.59,20.47,18.47,13.25,14.44,11.0,12.12,27.29,22.54,14.81,8.09,4.91,18.19,9.75,13.62,25.88,22.38,3,03
328,1450,2008,67.06,57.06,23.25,20.72,48.62,49.09,6.38,5.38,14.19,10.25,19.34,14.16,10.34,13.38,7.46,8.62,22.79,19.29,13.69,6.25,2.88,15.31,11.0,8.75,21.75,17.38,2,04
329,1323,2008,80.61,70.52,28.23,26.77,61.45,65.0,8.45,7.39,15.71,9.58,21.35,14.84,13.0,12.61,12.67,13.17,29.46,22.33,18.94,6.39,3.77,15.0,11.29,15.57,25.71,24.43,1,05
330,1328,2008,68.42,63.39,24.0,22.42,54.27,55.18,6.33,6.15,14.09,12.39,20.7,16.79,12.91,13.3,11.5,10.91,26.5,21.05,12.52,6.61,3.94,16.91,9.82,11.09,25.45,20.82,1,06
331,1139,2008,68.34,57.75,22.72,21.19,50.47,49.34,9.22,4.97,13.69,10.41,18.56,15.41,10.25,13.84,8.62,9.72,21.0,20.9,13.0,6.28,2.53,16.94,8.33,12.0,23.67,18.0,1,07
332,1231,2008,75.12,64.69,25.34,23.38,54.69,57.22,6.59,6.91,17.84,11.03,23.38,17.19,13.72,13.53,11.4,9.88,27.08,19.2,13.19,7.03,3.81,17.22,13.86,12.43,25.57,24.0,0,08
333,1116,2008,73.64,67.03,26.73,23.21,57.39,55.7,5.88,6.36,14.3,14.24,21.27,20.33,15.45,15.15,12.95,10.68,25.59,19.91,14.55,7.0,5.3,18.97,11.55,12.55,24.09,20.64,1,09
334,1375,2008,75.61,65.68,25.61,23.65,53.81,56.26,6.68,6.87,17.71,11.52,24.87,17.29,13.9,14.06,12.12,11.0,25.4,19.52,15.58,6.1,3.0,17.03,10.0,11.83,23.17,22.83,0,10
335,1386,2008,73.33,67.27,25.3,23.73,53.06,54.73,7.3,7.61,15.42,12.21,21.24,17.85,12.73,14.27,9.86,11.67,23.67,18.76,14.88,7.21,4.67,17.39,11.25,10.08,24.0,19.75,0,11
336,1206,2008,69.88,62.3,24.48,22.85,52.15,54.52,6.12,5.91,14.79,10.7,21.0,14.88,11.97,11.73,10.43,9.35,25.57,19.87,13.24,5.58,3.21,15.48,9.4,8.9,23.4,21.9,0,12
337,1457,2008,65.13,58.84,23.58,20.06,53.55,50.81,6.35,6.74,11.61,11.97,19.42,17.19,12.84,15.06,12.45,9.5,24.7,21.3,12.9,8.29,3.42,17.26,9.82,9.82,24.82,21.27,0,13
338,1129,2008,81.22,76.09,28.84,27.31,57.44,61.56,8.12,6.78,15.41,14.69,23.12,20.66,15.69,14.47,10.67,10.58,27.25,22.33,17.47,6.09,2.38,17.75,12.12,7.75,23.88,22.75,0,14
339,1110,2008,65.09,61.78,21.16,20.72,47.78,50.22,7.84,6.25,14.94,14.09,20.09,19.09,13.62,12.12,8.76,9.33,23.24,19.1,11.91,4.59,2.62,17.53,10.64,10.82,21.27,21.27,0,15
340,1164,2008,59.15,66.12,20.59,22.91,52.24,52.03,4.09,6.94,13.88,13.35,19.35,20.47,14.62,16.41,11.93,14.21,22.43,22.93,9.41,7.03,2.06,18.79,11.55,10.5,23.95,18.65,0,16
341,1291,2008,69.06,66.5,24.22,23.0,54.25,55.41,6.0,5.47,14.62,15.03,21.0,21.38,14.38,15.09,9.94,11.72,26.78,21.17,12.84,7.25,3.66,19.88,11.93,10.29,26.71,20.29,1,16
342,1242,2008,81.18,61.67,29.45,21.39,58.36,55.85,6.79,7.24,15.48,11.64,21.88,17.18,12.91,15.85,12.37,10.77,26.93,20.17,18.48,9.0,6.12,17.42,11.0,11.67,19.33,21.33,6,01
343,1207,2008,69.72,57.97,25.09,19.72,51.62,53.75,7.84,5.56,11.69,12.97,17.56,19.22,13.22,12.78,10.11,11.89,25.96,19.59,15.69,7.12,4.94,17.53,14.8,8.8,22.4,20.4,1,02
344,1458,2008,67.33,53.76,23.48,19.73,52.15,51.97,5.82,5.3,14.55,9.0,20.52,13.21,12.09,13.85,11.03,9.28,24.62,20.31,12.79,6.3,3.33,14.33,12.5,15.75,21.75,22.0,2,03
345,1435,2008,80.58,74.36,27.36,26.91,58.61,61.79,9.06,7.15,16.79,13.39,22.82,19.48,14.48,15.0,10.54,12.23,25.88,22.69,18.0,6.0,3.58,18.21,14.29,10.14,26.57,21.14,0,04
346,1155,2008,79.19,69.5,29.5,25.41,64.38,58.31,8.0,4.97,12.19,13.72,19.56,19.28,14.75,17.81,15.43,12.43,22.35,21.74,15.81,9.81,5.59,19.22,14.78,16.22,27.11,23.22,0,05
347,1425,2008,69.06,63.19,24.97,22.94,51.88,58.59,5.56,6.22,13.56,11.09,19.81,16.06,14.72,13.34,8.9,12.9,25.86,19.1,12.41,5.69,4.41,15.75,12.64,9.91,22.82,21.82,0,06
348,1211,2008,76.5,63.25,27.0,22.38,55.75,56.88,6.5,6.78,16.0,11.72,22.38,18.16,14.19,15.0,11.76,10.52,27.36,20.08,14.53,7.56,4.78,17.66,13.14,9.29,25.43,22.57,0,07
349,1424,2008,69.25,61.94,23.94,22.0,57.0,54.19,7.56,6.09,13.81,11.84,18.53,17.72,10.62,14.62,10.48,11.84,25.16,24.24,14.53,7.66,2.84,17.12,10.0,10.57,28.29,20.86,1,08
350,1245,2008,69.24,61.59,24.06,21.32,51.47,52.09,5.79,5.44,15.32,13.5,21.47,20.09,14.59,16.21,10.39,12.46,23.21,19.0,14.0,8.53,3.91,18.79,11.5,13.67,22.33,18.17,0,09
351,1172,2008,77.32,63.13,28.65,21.9,60.74,52.23,8.77,6.71,11.26,12.61,15.45,19.68,12.19,16.58,11.72,9.64,25.4,21.88,16.77,7.97,3.29,18.16,8.67,9.17,29.0,22.67,3,10
352,1243,2008,78.77,68.97,27.9,24.17,62.87,57.23,6.63,6.6,16.33,14.03,23.5,21.43,15.17,16.4,17.37,10.37,26.42,20.79,15.73,7.67,3.63,20.1,12.45,14.09,24.64,22.55,1,11
353,1437,2008,72.84,69.31,24.84,22.66,57.94,51.72,7.06,7.75,16.09,16.25,22.25,23.75,14.22,16.53,13.75,10.9,24.15,21.9,13.69,8.09,2.91,20.78,9.42,13.0,25.0,20.08,2,12
354,1373,2008,76.81,71.06,27.56,26.81,61.12,59.5,7.0,7.69,14.69,9.75,21.5,15.12,11.09,17.38,11.27,13.45,23.45,23.27,14.5,9.44,3.59,15.44,13.1,12.7,29.0,19.4,1,13
355,1168,2008,82.48,72.9,29.74,26.61,62.45,57.1,8.61,7.19,14.39,12.48,20.39,18.58,13.42,17.29,11.48,10.22,24.91,23.35,15.42,8.84,1.45,18.87,9.5,13.5,26.88,20.88,0,14
356,1420,2008,74.87,69.52,26.58,25.13,58.48,57.55,7.32,7.23,14.39,12.03,19.68,16.45,9.68,12.52,10.61,11.65,23.61,22.09,15.29,5.94,3.45,16.26,12.25,13.25,26.62,19.75,0,15
357,1340,2008,74.1,68.33,25.63,24.2,54.67,54.17,9.03,6.3,13.8,13.63,20.57,18.77,14.67,15.3,11.38,10.76,23.67,20.86,15.73,6.8,3.37,17.93,8.67,10.67,23.67,19.56,0,16
358,1272,2008,79.68,60.62,28.76,21.65,61.76,56.56,7.94,4.85,14.21,12.47,23.85,18.53,12.21,16.59,14.24,10.79,26.76,23.0,16.03,8.71,6.09,17.44,19.0,10.0,31.0,24.0,5,01
359,1400,2008,74.85,64.91,26.85,22.94,59.79,57.94,7.73,7.48,13.42,11.55,19.48,17.21,9.24,12.15,11.93,13.22,25.44,21.41,12.67,5.97,5.03,16.45,10.0,16.33,27.5,22.17,3,02
360,1390,2008,70.67,60.61,24.85,21.64,55.36,54.85,5.39,4.97,15.58,12.36,22.39,18.64,12.27,11.79,13.62,9.62,25.96,19.35,14.21,4.36,5.18,17.15,13.29,11.57,24.43,24.57,2,03
361,1338,2008,74.14,65.2,27.09,23.74,58.97,56.43,6.14,6.4,13.83,11.31,21.03,16.31,12.2,14.11,14.54,12.19,24.54,20.12,15.91,6.8,3.29,16.17,10.78,14.44,25.78,19.67,1,04
362,1277,2008,71.3,62.0,26.33,21.94,54.88,54.73,4.97,6.55,13.67,11.58,18.7,17.61,13.67,12.45,13.44,11.76,25.36,18.0,17.64,6.09,4.36,18.18,10.12,9.12,21.0,23.12,2,05
363,1266,2008,75.91,64.31,26.5,22.22,59.34,53.84,7.16,4.94,15.75,14.94,22.47,22.03,13.25,16.94,13.43,12.3,24.74,20.7,15.12,9.47,3.84,20.94,10.33,13.89,26.0,19.22,1,06
364,1274,2008,73.81,68.03,25.03,23.71,57.71,57.87,6.77,6.81,16.97,13.81,22.71,20.42,13.19,14.26,12.86,13.0,25.86,22.43,12.84,5.77,4.68,18.68,12.6,12.3,24.7,22.5,1,07
365,1280,2008,73.09,65.06,26.09,23.12,56.59,62.81,6.97,6.97,13.94,11.84,21.66,17.12,15.28,12.72,12.27,14.05,29.86,21.36,13.22,6.0,7.94,16.56,13.5,12.1,25.0,26.0,1,08
366,1332,2008,76.81,72.42,26.97,25.97,55.61,58.61,8.71,6.97,14.16,13.52,20.55,19.52,12.65,11.13,10.39,10.94,25.78,20.5,14.97,4.58,2.55,18.13,10.54,9.92,22.54,21.31,0,09
367,1388,2008,75.83,63.4,26.47,23.33,57.63,57.53,7.87,4.53,15.03,12.2,22.67,17.7,13.47,14.9,12.33,11.58,26.33,22.04,14.5,7.3,5.2,17.13,12.17,13.67,24.83,21.67,0,10
368,1246,2008,68.6,65.33,23.73,21.6,50.6,54.77,5.8,5.97,15.33,16.17,20.9,23.0,15.93,13.3,9.61,12.44,25.56,17.22,12.73,6.73,4.8,18.73,11.5,9.92,23.67,21.67,0,11
369,1396,2008,72.61,68.58,25.33,24.0,53.73,56.73,7.88,7.64,14.06,12.94,18.97,18.0,12.76,12.88,8.76,12.43,25.0,21.52,15.06,6.27,4.42,17.85,9.67,9.0,23.17,21.92,0,12
370,1331,2008,68.87,61.48,23.71,22.0,53.87,55.1,6.61,5.03,14.84,12.45,22.26,16.52,12.74,13.81,10.96,10.57,25.48,21.22,13.39,6.23,3.84,16.77,12.0,12.38,26.12,21.5,0,13
371,1165,2008,76.62,69.0,27.12,24.08,55.35,56.65,7.92,6.92,14.46,13.92,18.96,19.96,13.92,14.31,8.9,10.52,25.29,20.57,14.88,5.92,2.88,18.42,13.0,9.0,28.0,22.2,0,14
372,1122,2008,74.59,70.68,24.65,25.18,54.65,53.94,7.85,8.0,17.44,12.32,24.41,17.65,12.74,16.85,10.04,10.67,22.38,22.75,14.44,9.74,2.18,17.56,9.1,10.3,26.0,19.1,0,15
373,1426,2008,72.5,69.96,25.64,23.64,54.46,58.46,5.93,7.79,15.29,14.89,22.61,22.18,17.39,14.96,9.12,12.53,28.06,20.82,13.25,6.25,2.46,20.29,11.0,12.64,25.27,26.0,0,16
374,1417,2008,74.03,59.64,26.55,22.73,55.82,52.52,5.3,5.0,15.64,9.18,21.24,13.48,12.3,14.88,12.3,7.87,23.93,19.1,14.39,7.45,3.64,14.36,11.67,15.67,24.33,18.67,4,01
375,1181,2008,84.12,69.31,28.75,25.91,61.78,59.5,9.28,4.84,17.34,12.66,24.97,19.03,13.59,18.59,12.41,12.0,24.48,23.48,15.03,8.69,4.0,19.16,14.2,14.4,28.8,24.2,1,02
376,1462,2008,75.33,62.33,25.45,21.97,53.3,54.33,7.76,6.88,16.67,11.52,22.21,17.12,13.27,13.09,11.26,11.07,25.85,18.85,15.55,5.58,3.45,17.33,7.17,11.33,22.83,20.0,3,03
377,1163,2008,77.72,68.62,26.34,25.25,56.94,65.78,5.16,7.44,19.88,10.69,27.66,15.69,13.59,12.22,13.58,15.0,29.54,19.92,14.81,5.75,8.78,15.22,14.25,13.38,23.88,24.88,0,04
378,1179,2008,72.27,61.03,24.37,22.8,54.83,52.87,9.13,7.03,14.4,8.4,18.83,12.53,11.43,15.2,11.96,10.85,22.35,20.08,14.43,7.17,2.4,14.57,10.0,11.0,23.5,19.0,0,05
379,1345,2008,68.72,61.19,23.34,21.09,55.19,48.62,7.38,5.34,14.66,13.66,20.75,20.62,12.91,17.75,11.0,9.62,21.62,21.5,13.38,8.5,4.28,19.59,9.62,12.0,27.62,20.62,1,06
380,1452,2008,74.7,63.27,26.39,22.03,58.15,52.45,7.27,5.97,14.64,13.24,21.55,20.42,10.94,15.61,12.09,11.09,24.87,20.78,15.45,7.18,5.12,19.15,10.4,11.7,28.7,21.2,2,07
381,1140,2008,74.06,63.12,25.94,22.56,56.32,58.5,8.18,5.15,14.0,12.85,21.26,18.06,14.26,13.65,10.59,10.07,29.67,23.52,16.88,5.91,3.91,17.74,11.71,10.14,24.86,24.0,0,08
382,1401,2008,71.12,61.94,25.24,22.79,54.3,57.88,5.85,6.03,14.79,10.33,23.18,15.52,12.64,11.45,10.96,11.0,29.57,19.83,13.33,4.61,4.21,17.0,10.0,13.4,25.7,21.9,1,09
383,1112,2008,71.56,66.78,24.72,24.62,51.97,56.41,6.59,5.31,15.53,12.22,20.91,17.41,12.22,12.56,8.33,12.33,25.17,19.06,15.34,5.62,3.59,16.5,10.36,8.36,24.57,19.5,0,10
384,1124,2008,80.73,74.47,27.9,25.7,61.6,60.0,8.43,6.23,16.5,16.83,22.27,23.97,12.6,14.23,11.15,12.35,27.15,24.3,11.93,7.37,4.4,20.9,12.4,12.9,26.9,22.5,0,11
385,1443,2008,76.61,65.13,27.32,21.39,57.68,51.23,7.23,5.26,14.74,17.1,20.87,24.45,13.97,17.48,11.76,10.76,23.28,19.92,12.58,7.65,3.65,21.1,12.17,14.67,25.33,19.83,2,12
386,1360,2008,65.0,63.0,23.67,22.97,53.09,52.27,4.85,5.33,12.82,11.73,19.03,17.7,14.85,15.42,9.85,10.25,24.25,21.5,13.12,6.82,3.12,17.24,9.46,12.15,23.46,20.62,1,13
387,1208,2008,67.88,66.97,24.56,24.44,57.78,57.19,5.97,6.16,12.78,11.94,18.94,18.69,14.75,13.0,13.31,12.94,25.81,19.62,11.53,6.72,3.44,18.06,10.31,14.0,25.88,23.81,0,14
388,1125,2008,79.31,74.28,27.19,26.5,60.88,57.56,10.47,6.88,14.47,14.41,20.72,20.5,14.91,16.38,12.96,10.83,25.04,23.67,17.09,8.44,1.84,18.56,9.62,11.38,27.5,21.5,0,15
389,1290,2008,61.03,65.63,20.9,23.7,52.33,52.97,4.6,5.2,14.63,13.03,21.77,19.87,14.37,15.1,13.47,11.93,24.33,20.73,11.0,5.7,2.67,17.47,10.73,9.53,27.13,18.73,0,16
390,1338,2009,77.71,64.16,29.26,23.06,60.58,55.74,6.19,6.23,13.0,11.81,19.32,17.06,12.1,13.23,15.04,10.15,25.33,19.22,17.9,7.13,3.81,16.45,12.0,13.0,21.5,21.0,3,01
391,1181,2009,78.03,65.62,26.59,24.29,59.29,56.5,7.24,4.97,17.62,12.06,24.35,17.47,12.32,16.47,13.39,11.5,24.07,21.43,13.38,8.5,4.09,18.03,12.0,13.0,24.67,19.67,2,02
392,1437,2009,76.55,67.0,25.97,22.45,56.88,55.55,6.61,7.76,18.0,14.33,24.27,21.06,13.36,15.48,12.23,10.85,26.08,21.92,14.85,7.97,3.21,18.97,12.29,12.14,23.0,22.0,4,03
393,1462,2009,72.38,62.41,24.34,22.09,52.56,56.81,6.88,5.78,16.81,12.44,24.91,18.84,15.0,12.81,11.68,11.12,28.64,19.52,13.47,5.38,5.12,18.62,9.14,13.43,23.43,23.0,2,04
394,1199,2009,68.62,65.0,23.53,22.03,54.12,57.06,6.24,6.76,15.32,14.18,21.21,20.59,15.68,15.44,11.04,13.48,24.6,20.88,12.26,8.18,5.82,18.82,14.0,13.22,23.33,23.33,0,05
395,1417,2009,76.0,63.27,28.06,22.76,56.79,51.09,7.48,5.36,12.39,12.39,17.18,17.85,12.36,16.03,10.92,9.48,22.72,18.76,15.7,8.36,3.21,16.88,10.25,13.25,22.12,17.88,1,06
396,1400,2009,72.33,65.45,26.21,22.88,59.27,56.39,4.61,6.0,15.3,13.7,22.82,20.48,12.52,13.76,13.45,12.32,25.14,21.05,12.97,6.24,5.55,19.18,11.64,15.73,24.0,23.73,1,07
397,1329,2009,81.12,74.21,27.03,25.55,59.15,57.73,9.33,6.48,17.73,16.64,23.85,23.85,12.42,15.27,9.86,11.0,26.41,23.68,12.58,7.67,2.45,21.33,11.36,10.55,29.09,23.36,1,08
398,1397,2009,78.48,72.36,28.27,25.27,62.09,57.48,6.61,7.21,15.33,14.61,22.76,21.36,13.36,15.18,13.14,11.29,26.86,21.52,16.3,6.7,3.73,19.0,10.67,16.5,26.58,20.83,0,09
399,1278,2009,66.16,61.45,23.61,20.61,53.26,51.29,5.74,6.65,13.19,13.58,18.39,18.58,14.48,15.03,11.81,11.76,22.95,20.14,14.06,8.35,6.29,17.68,9.9,12.2,22.7,19.8,0,10
400,1433,2009,72.0,63.36,25.64,21.61,55.42,54.45,6.55,5.76,14.18,14.39,20.12,20.55,12.7,14.61,9.88,12.04,24.42,21.96,13.79,7.64,4.58,19.3,12.33,12.78,23.56,20.33,0,11
401,1458,2009,64.39,59.0,22.48,21.35,50.84,48.39,6.48,4.77,12.94,11.52,17.87,16.1,10.13,11.45,9.47,6.68,23.11,19.89,12.19,4.97,2.65,15.81,8.83,10.42,21.67,18.33,1,12
402,1340,2009,73.71,68.35,26.13,25.16,57.77,55.39,9.68,5.68,11.77,12.35,17.16,17.52,13.61,14.68,12.0,11.36,21.73,21.55,15.16,7.55,2.87,16.68,9.44,11.33,26.0,22.0,0,13
403,1110,2009,64.45,58.42,23.35,20.0,50.06,50.74,7.1,5.58,10.65,12.84,16.42,17.87,13.23,12.81,8.67,9.71,24.42,19.75,13.06,5.42,2.52,17.94,9.86,12.43,22.29,20.14,0,14
404,1127,2009,69.9,66.93,24.03,22.63,55.17,55.07,6.03,5.7,15.8,15.97,23.03,22.87,13.27,14.7,10.45,13.0,24.82,23.36,12.0,7.07,4.17,20.2,11.38,13.25,25.38,19.62,0,15
405,1190,2009,78.09,70.16,27.62,24.34,59.59,59.44,5.94,8.28,16.91,13.19,23.72,19.09,14.0,16.62,12.14,12.55,26.59,22.36,12.41,8.38,3.72,18.31,11.3,9.8,28.4,25.1,0,16
406,1314,2009,89.39,72.87,31.35,27.03,65.97,65.1,6.81,7.45,19.87,11.35,25.94,16.35,13.0,15.71,14.11,12.78,27.78,21.74,18.19,8.29,5.29,15.87,12.75,22.5,26.0,24.25,6,01
407,1328,2009,79.19,67.81,27.25,24.09,55.78,60.56,6.91,7.28,17.78,12.34,26.16,18.12,13.72,12.62,11.85,12.59,27.59,20.37,14.34,6.94,4.47,17.41,12.2,13.6,24.4,24.2,3,02
408,1393,2009,80.97,72.91,29.32,27.29,60.15,66.12,6.85,7.32,15.47,11.0,24.18,17.26,15.18,14.32,12.68,15.84,28.72,21.8,18.18,7.65,5.09,15.68,12.67,12.89,24.78,21.56,2,03
409,1211,2009,78.8,61.57,28.53,21.37,58.5,57.97,7.4,6.93,14.33,11.9,20.23,17.0,11.43,15.27,10.64,12.16,28.52,21.84,15.0,7.5,5.0,16.13,11.6,9.0,26.4,22.4,2,04
410,1228,2009,64.61,56.61,25.09,21.3,54.61,54.27,5.55,4.97,8.88,9.03,12.48,14.27,12.36,13.7,9.17,12.08,24.08,20.62,17.61,5.76,3.61,15.06,10.33,10.56,24.0,22.78,0,05
411,1113,2009,69.55,60.06,23.79,21.24,49.39,52.0,8.09,5.97,13.88,11.61,18.76,15.82,11.52,12.12,8.17,10.54,23.33,18.29,15.61,5.91,2.09,15.91,8.56,9.11,23.67,21.78,1,06
412,1155,2009,78.97,68.23,28.74,24.97,61.48,57.77,8.1,5.81,13.39,12.48,19.58,18.84,14.35,17.26,14.3,13.91,23.43,20.52,14.97,9.35,5.81,17.97,12.5,14.0,25.25,20.62,0,07
413,1261,2009,74.91,65.48,26.7,23.21,59.82,57.39,6.0,5.27,15.52,13.79,21.61,20.03,12.09,13.18,13.69,11.27,27.08,21.31,15.24,7.61,6.06,17.3,11.43,13.43,27.43,21.14,1,08
414,1139,2009,67.0,58.2,21.77,19.93,49.77,51.7,7.93,5.9,15.53,12.43,21.53,17.5,12.57,13.03,10.04,10.12,23.56,20.6,12.77,6.0,3.23,17.87,9.6,9.6,22.6,25.6,0,09
415,1276,2009,66.84,63.31,23.19,23.22,54.66,52.72,8.66,5.59,11.81,11.28,15.66,15.53,11.28,13.72,9.42,10.95,23.53,22.05,15.56,6.44,2.59,15.28,9.08,9.54,26.62,17.92,1,10
416,1396,2009,68.97,63.39,25.06,22.85,56.27,56.67,7.64,6.39,11.21,11.3,16.06,16.88,12.64,11.88,12.05,11.27,28.55,22.09,15.58,5.58,4.15,17.12,10.36,9.27,24.55,20.36,0,11
417,1443,2009,72.1,66.94,25.39,24.23,56.39,55.68,7.81,6.23,13.52,12.26,19.19,17.84,13.39,13.26,13.0,11.3,25.13,20.22,13.48,5.65,3.23,17.52,10.0,12.0,24.0,20.75,1,12
418,1103,2009,66.41,60.5,22.59,20.09,54.26,49.76,7.12,4.82,14.12,15.5,19.74,22.41,13.74,17.62,12.36,11.23,22.91,21.59,12.12,7.65,2.26,20.62,13.83,10.58,23.5,18.5,0,13
419,1372,2009,64.22,58.07,23.89,19.85,55.07,51.41,5.56,4.07,10.89,14.3,16.41,20.07,11.93,14.19,9.15,10.1,25.55,23.8,12.44,5.67,3.07,18.41,8.43,8.71,28.71,22.71,0,14
420,1288,2009,66.94,61.58,24.55,21.15,57.7,52.73,5.12,4.3,12.73,14.97,19.67,21.64,13.09,15.12,13.55,11.86,26.0,20.68,11.21,6.48,3.12,19.0,11.27,15.45,26.27,19.09,0,15
421,1347,2009,74.79,72.55,26.52,25.48,57.0,63.21,4.76,8.24,17.0,13.34,25.07,19.07,16.52,12.38,12.56,11.83,30.94,21.72,13.86,6.14,4.38,18.48,11.45,12.09,24.0,26.18,0,16
