,TeamID,Season,PointScored,PointAllowed,FGM,FGA,3P,3PA,FTM,FTA,ORB,DRB,Ast,TO,Stl,WBlk,PF,WScore,LTeamID,LScore,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Wins,Seed
152,1356.0,2005,68.28,57.68,25.28,54.6,5.8,15.28,11.92,15.72,11.16,22.8,14.04,12.92,9.28,3.12,18.8,,,,,,,,,,,,,,,,,1,07
153,1400.0,2005,80.84,63.05,27.21,55.74,8.26,19.21,18.16,26.05,13.47,26.74,13.68,13.95,6.89,4.79,16.16,,,,,,,,,,,,,,,,,0,08
154,1305.0,2005,69.83,58.74,24.57,52.09,2.7,9.48,18.0,25.17,11.7,28.09,14.96,14.65,6.96,5.3,15.3,,,,,,,,,,,,,,,,,1,09
155,1388.0,2005,72.43,62.35,23.96,52.43,7.26,19.48,17.26,23.26,11.7,24.65,12.26,15.91,6.48,3.61,17.7,,,,,,,,,,,,,,,,,0,10
156,1412.0,2005,80.19,67.71,28.05,59.05,6.95,18.19,17.14,23.33,11.14,21.67,16.29,13.1,12.33,3.38,18.57,,,,,,,,,,,,,,,,,1,11
157,1454.0,2005,76.59,62.14,26.41,57.45,7.41,21.05,16.36,22.91,13.14,23.64,13.95,13.36,8.45,3.5,19.23,,,,,,,,,,,,,,,,,2,12
158,1335.0,2005,73.5,56.85,24.9,52.8,6.85,18.2,16.85,25.05,12.85,26.25,14.7,15.6,8.55,3.5,18.75,,,,,,,,,,,,,,,,,0,13
159,1429.0,2005,76.38,55.12,28.21,51.04,6.25,14.38,13.71,20.25,9.88,25.38,18.21,12.17,5.62,3.25,13.04,,,,,,,,,,,,,,,,,0,14
160,1368.0,2005,61.63,51.89,23.0,50.79,3.68,12.11,11.95,18.68,10.74,20.95,12.05,13.0,9.58,4.58,16.11,,,,,,,,,,,,,,,,,0,15
161,1192.0,2005,74.42,63.74,27.11,58.37,6.32,17.89,13.89,20.0,12.11,25.16,15.21,12.84,6.95,4.63,17.26,,,,,,,,,,,,,,,,,0,16
162,1181.0,2005,80.32,62.64,26.56,58.16,8.84,22.84,18.36,25.6,13.56,25.36,13.24,13.8,9.04,6.96,17.8,,,,,,,,,,,,,,,,,2,01
163,1246.0,2005,76.36,60.2,27.4,57.48,6.68,18.96,14.88,22.08,12.92,22.84,16.04,12.44,9.32,4.24,15.68,,,,,,,,,,,,,,,,,3,02
164,1328.0,2005,76.58,58.42,27.79,56.54,6.88,17.71,14.12,20.54,12.58,23.29,16.42,13.42,9.54,3.96,17.33,,,,,,,,,,,,,,,,,1,03
165,1393.0,2005,77.85,62.67,28.85,56.63,4.85,14.15,15.3,22.56,13.74,25.33,16.37,13.93,8.15,5.15,14.63,,,,,,,,,,,,,,,,,0,04
166,1277.0,2005,79.95,59.32,28.32,55.86,7.05,19.55,16.27,20.27,12.09,24.82,18.77,13.59,8.32,2.91,18.77,,,,,,,,,,,,,,,,,4,05
167,1428.0,2005,69.32,54.68,24.28,46.28,4.24,10.92,16.52,22.8,10.56,24.36,14.6,14.4,6.04,2.92,13.8,,,,,,,,,,,,,,,,,2,06
168,1153.0,2005,78.92,60.58,26.21,58.58,6.71,18.88,19.79,27.96,15.04,28.17,15.79,13.88,6.17,7.17,17.5,,,,,,,,,,,,,,,,,1,07
169,1390.0,2005,73.56,63.11,25.39,54.78,4.28,10.17,18.5,24.78,10.94,25.89,13.17,13.78,7.0,3.39,16.22,,,,,,,,,,,,,,,,,0,08
170,1280.0,2005,75.86,60.45,26.5,56.86,6.14,17.14,16.73,24.64,14.68,28.18,15.45,14.91,7.18,3.68,14.55,,,,,,,,,,,,,,,,,1,09
171,1234.0,2005,76.33,63.48,26.95,56.29,6.62,16.81,15.81,23.19,11.1,25.76,17.24,14.0,8.57,5.48,17.62,,,,,,,,,,,,,,,,,0,10
172,1431.0,2005,79.76,65.68,26.92,55.72,6.52,16.2,19.4,24.2,10.92,23.28,17.56,11.52,7.56,2.72,16.4,,,,,,,,,,,,,,,,,0,11
173,1330.0,2005,71.52,58.41,25.74,56.7,6.0,17.74,14.04,20.63,11.56,25.33,16.44,11.85,9.67,4.7,16.74,,,,,,,,,,,,,,,,,0,12
174,1436.0,2005,75.12,58.67,26.04,56.62,8.71,22.79,14.33,19.5,11.79,26.62,16.17,11.46,6.75,1.71,14.67,,,,,,,,,,,,,,,,,1,13
175,1310.0,2005,86.2,73.4,28.35,62.85,9.25,24.95,20.25,25.7,15.45,25.85,16.85,12.1,6.7,3.6,17.1,,,,,,,,,,,,,,,,,0,14
176,1184.0,2005,73.89,63.21,27.26,54.84,6.58,17.21,12.79,18.63,10.21,24.37,15.79,13.05,6.74,4.26,19.0,,,,,,,,,,,,,,,,,0,15
177,1175.0,2005,66.37,56.58,21.26,47.32,6.42,18.21,17.42,23.63,10.42,19.05,10.37,13.53,8.05,3.05,15.79,,,,,,,,,,,,,,,,,0,16
178,1314.0,2005,91.07,68.78,31.37,61.26,7.59,18.19,20.74,28.26,13.26,27.3,20.22,16.56,11.19,3.85,17.41,,,,,,,,,,,,,,,,,6,01
179,1163.0,2005,82.41,64.77,29.0,59.68,5.27,14.18,19.14,27.32,14.91,32.23,18.5,15.32,6.05,9.18,15.5,,,,,,,,,,,,,,,,,1,02
180,1242.0,2005,77.39,62.83,27.39,56.3,7.09,18.09,15.52,22.7,11.83,26.91,16.96,14.22,6.91,3.87,18.87,,,,,,,,,,,,,,,,,0,03
181,1196.0,2005,79.57,58.87,27.74,55.22,7.78,18.87,16.3,22.96,11.91,27.3,15.83,13.52,7.43,4.87,17.52,,,,,,,,,,,,,,,,,1,04
182,1437.0,2005,75.36,59.27,25.55,56.45,7.36,18.77,16.91,22.45,14.41,23.36,12.55,13.18,8.68,5.64,18.14,,,,,,,,,,,,,,,,,2,05
183,1458.0,2005,70.82,56.41,24.45,53.45,7.45,18.55,14.45,21.95,10.55,25.55,14.18,10.59,5.82,2.14,14.77,,,,,,,,,,,,,,,,,3,06
184,1150.0,2005,80.43,68.9,27.38,60.86,7.86,20.71,17.81,25.14,14.62,24.81,14.81,13.0,8.86,3.19,16.33,,,,,,,,,,,,,,,,,0,07
185,1278.0,2005,72.33,58.95,26.0,52.67,5.43,14.38,14.9,20.76,10.76,24.0,16.14,16.05,10.0,5.71,15.43,,,,,,,,,,,,,,,,,0,08
186,1235.0,2005,71.89,59.5,27.06,57.22,4.33,13.17,13.44,20.44,11.06,24.61,16.56,12.83,10.33,4.22,14.0,,,,,,,,,,,,,,,,,1,09
187,1301.0,2005,79.42,61.0,26.89,54.89,9.26,23.21,16.37,23.26,10.53,23.74,17.21,11.68,7.53,4.95,18.42,,,,,,,,,,,,,,,,,2,10
188,1320.0,2005,74.3,62.35,27.4,53.7,6.85,16.8,12.65,18.4,7.9,25.45,16.15,11.3,6.55,4.85,15.85,,,,,,,,,,,,,,,,,0,11
189,1307.0,2005,78.76,62.84,26.84,51.76,8.72,20.92,16.36,24.04,9.48,24.76,16.08,13.68,7.8,3.8,16.28,,,,,,,,,,,,,,,,,0,12
190,1325.0,2005,75.24,65.33,25.0,51.62,5.71,16.95,19.52,27.95,10.62,23.86,12.0,12.67,8.57,2.86,17.38,,,,,,,,,,,,,,,,,0,13
191,1137.0,2005,66.86,54.77,22.45,47.68,6.91,17.0,15.05,21.0,9.45,23.23,12.95,14.91,7.91,3.0,17.59,,,,,,,,,,,,,,,,,1,14
192,1416.0,2005,69.1,61.67,23.38,48.57,8.57,21.86,13.76,19.43,10.81,24.14,16.19,15.05,6.62,4.19,17.76,,,,,,,,,,,,,,,,,0,15
193,1105.0,2005,72.38,60.88,24.44,58.69,6.38,20.88,17.12,28.38,12.81,26.0,15.12,14.12,11.06,4.94,19.44,,,,,,,,,,,,,,,,,0,16
194,1324.0,2005,74.64,63.55,26.09,52.09,6.64,16.45,15.82,23.82,10.73,22.55,15.64,10.27,7.09,2.55,16.0,,,,,,,,,,,,,,,,,1,16
195,1181.0,2006,82.97,67.57,27.63,55.4,7.8,19.5,19.9,26.0,9.3,23.47,15.57,13.13,9.73,5.3,16.87,,,,,,,,,,,,,,,,,2,01
196,1400.0,2006,78.7,55.63,28.04,58.74,7.74,19.93,14.89,20.48,14.37,27.3,15.93,13.26,8.74,5.44,14.3,,,,,,,,,,,,,,,,,3,02
197,1234.0,2006,69.36,55.4,24.32,53.92,5.88,16.76,14.84,21.0,10.68,28.2,15.92,14.84,7.48,5.28,14.12,,,,,,,,,,,,,,,,,0,03
198,1261.0,2006,77.59,62.73,28.32,59.09,4.55,12.91,16.41,22.73,14.0,27.73,16.5,15.23,9.41,6.55,15.0,,,,,,,,,,,,,,,,,4,04
199,1393.0,2006,75.91,63.39,26.87,57.74,7.74,21.13,14.43,22.65,13.04,26.74,16.43,15.39,9.91,6.78,17.22,,,,,,,,,,,,,,,,,0,05
200,1452.0,2006,74.0,62.42,26.63,57.21,10.16,28.16,10.58,13.89,7.26,20.79,19.05,8.42,9.0,2.53,12.21,,,,,,,,,,,,,,,,,2,06
201,1143.0,2006,73.7,62.75,24.25,51.55,5.7,14.1,19.5,25.95,9.45,24.5,13.35,11.8,5.35,2.65,16.45,,,,,,,,,,,,,,,,,0,07
202,1203.0,2006,80.77,66.15,29.04,59.96,5.96,16.54,16.73,25.85,13.77,24.08,17.88,14.19,9.69,4.65,17.58,,,,,,,,,,,,,,,,,1,08
203,1423.0,2006,68.24,54.88,24.16,55.68,6.12,18.04,13.8,19.76,11.84,25.04,15.32,11.72,8.2,1.68,19.88,,,,,,,,,,,,,,,,,0,09
204,1301.0,2006,80.1,63.86,25.9,52.52,10.29,24.67,18.0,23.71,9.05,25.71,17.52,13.19,7.24,5.48,16.76,,,,,,,,,,,,,,,,,1,10
205,1356.0,2006,61.77,51.18,21.23,50.14,5.36,15.73,13.95,20.0,11.82,21.23,12.36,13.64,9.05,3.14,18.27,,,,,,,,,,,,,,,,,0,11
206,1401.0,2006,71.43,57.0,24.19,52.43,6.62,18.43,16.43,24.57,10.71,22.48,17.9,13.71,8.86,3.48,21.05,,,,,,,,,,,,,,,,,1,12
207,1233.0,2006,83.22,69.65,29.26,58.57,6.61,16.04,18.09,24.96,12.83,24.17,16.74,15.48,8.3,4.48,18.35,,,,,,,,,,,,,,,,,0,13
208,1322.0,2006,78.18,68.18,27.73,58.41,6.36,18.32,16.36,24.41,13.64,23.09,17.32,14.82,9.27,3.5,20.18,,,,,,,,,,,,,,,,,1,14
209,1335.0,2006,74.74,58.74,26.21,55.79,7.37,20.58,14.95,21.37,11.16,22.58,15.26,13.16,10.74,2.89,17.47,,,,,,,,,,,,,,,,,0,15
210,1380.0,2006,71.0,59.58,26.32,57.42,4.89,14.37,13.47,20.16,14.21,27.95,14.21,17.16,8.53,4.0,16.42,,,,,,,,,,,,,,,,,0,16
211,1272.0,2006,82.37,65.17,28.5,62.2,7.7,21.03,17.67,25.8,15.57,26.33,16.17,15.67,9.77,6.9,19.9,,,,,,,,,,,,,,,,,3,01
212,1417.0,2006,69.11,56.48,24.81,49.74,6.15,16.81,13.33,18.93,10.3,22.74,14.7,14.41,5.85,3.04,15.56,,,,,,,,,,,,,,,,,5,02
213,1211.0,2006,80.48,71.37,27.19,56.0,5.89,15.63,20.22,25.93,12.11,25.04,14.11,13.37,7.37,2.96,18.44,,,,,,,,,,,,,,,,,2,03
214,1242.0,2006,77.46,58.21,28.17,58.42,6.46,16.21,14.67,21.54,13.25,27.83,19.0,15.5,10.25,6.12,17.54,,,,,,,,,,,,,,,,,0,04
215,1338.0,2006,74.83,61.21,25.62,56.08,6.58,17.62,17.0,24.71,13.54,26.96,16.96,13.67,6.67,4.12,16.96,,,,,,,,,,,,,,,,,1,05
216,1231.0,2006,76.5,62.22,26.44,52.61,9.67,21.56,13.94,19.94,9.44,25.83,16.67,14.72,6.17,2.83,16.89,,,,,,,,,,,,,,,,,1,06
217,1266.0,2006,76.79,65.53,26.74,57.32,8.89,20.53,14.42,19.11,11.74,23.53,16.74,14.68,8.05,3.47,18.58,,,,,,,,,,,,,,,,,0,07
218,1116.0,2006,76.36,61.45,27.14,57.23,5.73,16.18,16.36,23.41,12.55,23.55,17.05,13.0,8.64,6.82,15.77,,,,,,,,,,,,,,,,,0,08
219,1137.0,2006,67.36,52.36,23.12,47.52,6.04,14.96,15.08,21.8,9.04,23.04,14.96,14.24,9.04,1.92,17.0,,,,,,,,,,,,,,,,,1,09
220,1104.0,2006,74.65,63.53,25.82,53.65,5.29,15.41,17.71,24.53,12.71,25.94,13.35,13.06,6.94,5.47,12.59,,,,,,,,,,,,,,,,,1,10
221,1361.0,2006,76.36,63.36,25.77,54.86,7.0,17.14,17.82,24.23,12.86,22.77,13.59,14.55,8.27,2.68,16.41,,,,,,,,,,,,,,,,,0,11
222,1245.0,2006,76.54,64.71,26.38,57.21,7.33,19.54,16.46,22.38,11.71,23.25,14.25,12.71,8.0,2.38,19.12,,,,,,,,,,,,,,,,,0,12
223,1133.0,2006,74.8,59.6,26.9,57.65,5.6,15.25,15.4,20.7,12.2,25.8,18.5,14.65,9.95,5.1,16.15,,,,,,,,,,,,,,,,,2,13
224,1462.0,2006,75.38,59.86,25.76,53.1,6.76,17.71,17.1,23.05,10.71,25.67,16.57,12.38,6.62,4.9,16.52,,,,,,,,,,,,,,,,,0,14
225,1125.0,2006,87.05,73.75,30.55,58.4,9.85,23.35,16.1,22.4,11.25,24.9,17.95,15.2,8.7,4.2,18.7,,,,,,,,,,,,,,,,,0,15
226,1331.0,2006,77.6,62.15,26.95,55.6,6.65,15.65,17.05,23.8,13.2,24.65,16.55,14.05,6.6,4.2,16.85,,,,,,,,,,,,,,,,,0,16
227,1437.0,2006,76.64,61.76,25.44,58.6,9.04,22.92,16.72,22.36,13.36,23.36,12.88,10.96,7.88,4.84,18.08,,,,,,,,,,,,,,,,,3,01
228,1326.0,2006,76.32,62.0,26.76,55.28,8.68,22.28,14.12,19.64,10.36,24.08,16.56,12.52,7.16,2.84,14.4,,,,,,,,,,,,,,,,,1,02
229,1196.0,2006,80.78,62.07,28.19,54.3,7.41,18.22,17.0,23.48,10.93,24.89,17.63,14.7,8.11,5.0,15.56,,,,,,,,,,,,,,,,,6,03
230,1130.0,2006,76.44,64.76,26.68,53.4,6.12,16.12,16.96,24.6,13.04,22.96,18.24,13.52,5.88,4.56,15.6,,,,,,,,,,,,,,,,,2,04
231,1305.0,2006,73.23,60.92,26.04,56.35,5.54,14.92,15.62,21.77,12.54,26.35,15.88,12.88,5.27,4.92,15.42,,,,,,,,,,,,,,,,,0,05
232,1328.0,2006,70.4,58.7,24.4,53.55,6.1,16.25,15.5,22.1,14.9,22.95,14.85,14.15,8.05,3.75,16.6,,,,,,,,,,,,,,,,,0,06
233,1207.0,2006,70.38,56.95,24.71,50.95,7.29,19.0,13.67,18.76,11.0,23.19,16.33,11.24,6.19,3.48,14.67,,,,,,,,,,,,,,,,,2,07
234,1112.0,2006,75.74,62.74,27.74,62.63,4.26,14.05,16.0,22.58,14.47,22.37,15.58,13.05,10.58,4.11,15.37,,,,,,,,,,,,,,,,,1,08
235,1458.0,2006,76.37,61.11,26.89,57.05,6.95,18.11,15.63,23.89,12.58,25.79,15.58,11.63,5.84,3.84,16.05,,,,,,,,,,,,,,,,,0,09
236,1320.0,2006,70.1,57.43,24.14,50.43,7.38,18.95,14.43,19.81,8.05,26.71,14.81,12.52,5.24,3.9,13.95,,,,,,,,,,,,,,,,,0,10
237,1454.0,2006,76.6,62.2,27.2,58.0,6.85,17.85,15.35,22.45,13.5,24.55,14.0,12.8,7.4,3.1,17.85,,,,,,,,,,,,,,,,,1,11
238,1285.0,2006,78.95,67.38,28.33,56.19,6.9,18.33,15.38,21.48,10.86,25.0,18.62,13.71,7.52,3.43,17.43,,,,,,,,,,,,,,,,,1,12
239,1334.0,2006,76.32,59.82,27.09,53.77,6.64,16.23,15.5,20.27,9.91,26.73,16.36,12.68,6.0,1.95,14.45,,,,,,,,,,,,,,,,,0,13
240,1375.0,2006,76.17,63.43,26.3,55.96,8.96,23.13,14.61,20.74,10.7,23.26,14.78,12.52,8.7,1.39,18.26,,,,,,,,,,,,,,,,,0,14
241,1172.0,2006,80.06,65.06,27.94,57.18,9.06,22.53,15.12,19.82,11.65,27.29,19.53,12.12,4.12,1.94,16.94,,,,,,,,,,,,,,,,,0,15
242,1214.0,2006,73.75,58.69,26.06,54.81,6.38,15.88,15.25,24.88,13.62,27.25,14.12,15.5,7.81,3.19,19.38,,,,,,,,,,,,,,,,,0,16
243,1284.0,2006,68.0,59.17,24.0,51.83,5.94,16.94,14.06,21.06,9.33,26.44,14.61,14.56,7.5,4.39,16.22,,,,,,,,,,,,,,,,,1,16
244,1163.0,2006,81.96,63.48,29.48,61.44,4.96,13.78,18.04,25.56,15.96,28.96,15.93,14.22,6.7,9.63,14.89,,,,,,,,,,,,,,,,,3,01
245,1397.0,2006,83.52,70.19,29.38,60.81,8.9,22.0,15.86,22.24,11.38,23.38,18.43,12.71,10.14,3.24,16.95,,,,,,,,,,,,,,,,,1,02
246,1314.0,2006,83.23,65.91,29.41,58.5,6.73,17.05,17.68,25.32,13.77,27.59,18.95,16.18,8.27,4.09,16.55,,,,,,,,,,,,,,,,,1,03
247,1228.0,2006,72.92,56.32,26.28,56.56,7.88,20.4,12.48,19.32,13.08,24.16,15.44,12.28,6.4,2.44,16.72,,,,,,,,,,,,,,,,,1,04
248,1449.0,2006,84.71,66.71,31.17,63.75,6.54,17.67,15.83,20.75,14.92,23.21,17.62,14.58,8.0,3.75,17.88,,,,,,,,,,,,,,,,,2,05
249,1277.0,2006,78.76,65.0,27.95,54.43,5.9,14.29,16.95,22.05,10.76,25.95,18.86,13.67,6.76,3.33,17.0,,,,,,,,,,,,,,,,,0,06
250,1455.0,2006,72.17,60.09,25.04,54.39,7.22,18.39,14.87,20.78,12.39,26.09,16.04,12.74,5.35,2.09,15.0,,,,,,,,,,,,,,,,,2,07
251,1246.0,2006,73.71,60.43,27.48,56.62,8.05,20.67,10.71,16.71,12.29,24.76,16.1,13.57,5.9,3.57,15.29,,,,,,,,,,,,,,,,,1,08
252,1412.0,2006,77.61,63.96,27.43,57.65,7.57,20.87,15.17,23.48,10.17,20.39,16.26,12.78,11.91,3.91,18.0,,,,,,,,,,,,,,,,,0,09
253,1371.0,2006,73.56,62.28,24.83,55.5,5.78,16.11,18.11,24.22,12.89,25.89,13.89,13.89,7.78,2.89,17.39,,,,,,,,,,,,,,,,,0,10
254,1206.0,2006,72.17,56.04,26.7,52.43,6.09,16.3,12.7,18.96,9.52,25.87,15.57,13.09,7.91,4.0,14.43,,,,,,,,,,,,,,,,,4,11
255,1429.0,2006,71.86,59.73,25.77,51.14,6.82,16.77,13.5,18.18,9.05,25.14,16.68,13.32,5.41,3.05,15.0,,,,,,,,,,,,,,,,,0,12
256,1102.0,2006,65.0,51.95,22.23,45.05,9.14,21.73,11.41,15.09,6.64,18.59,14.95,10.45,7.95,2.36,14.32,,,,,,,,,,,,,,,,,0,13
257,1293.0,2006,74.39,60.48,26.83,57.26,7.74,20.26,13.0,19.91,13.0,24.48,16.61,12.04,8.43,4.87,18.52,,,,,,,,,,,,,,,,,0,14
258,1457.0,2006,77.19,58.9,26.33,56.81,8.24,21.29,16.29,23.1,13.19,25.0,16.76,14.1,9.71,3.29,17.43,,,,,,,,,,,,,,,,,0,15
259,1107.0,2006,71.76,60.14,23.81,50.48,7.52,17.9,16.62,23.86,10.1,25.0,13.57,13.05,6.52,2.67,18.57,,,,,,,,,,,,,,,,,0,16
260,1314.0,2007,87.43,64.39,32.04,61.79,5.89,14.96,17.46,24.04,13.14,28.39,19.43,14.25,8.54,4.82,16.29,,,,,,,,,,,,,,,,,3,01
261,1207.0,2007,71.08,54.81,25.27,48.54,6.73,17.23,13.81,19.0,10.88,23.23,15.0,13.12,5.19,5.0,16.19,,,,,,,,,,,,,,,,,4,02
262,1450.0,2007,68.6,57.32,24.64,51.36,5.76,15.04,13.56,18.92,7.64,23.04,14.44,10.36,6.72,4.52,16.24,,,,,,,,,,,,,,,,,1,03
263,1400.0,2007,82.25,65.88,27.79,60.33,8.83,21.29,17.83,24.88,14.25,26.38,14.25,12.38,8.42,5.25,15.96,,,,,,,,,,,,,,,,,1,04
264,1425.0,2007,75.3,61.35,26.57,52.52,5.96,13.17,16.22,23.09,9.22,25.91,13.83,14.52,5.48,4.52,16.78,,,,,,,,,,,,,,,,,2,05
265,1435.0,2007,79.79,66.58,27.74,56.84,9.79,24.05,14.53,19.89,9.95,24.05,18.0,12.16,7.32,3.11,15.89,,,,,,,,,,,,,,,,,2,06
266,1130.0,2007,79.65,65.3,27.3,53.8,6.4,16.9,18.65,25.05,11.95,25.25,15.9,13.25,5.8,5.5,14.55,,,,,,,,,,,,,,,,,1,07
267,1266.0,2007,75.61,61.7,26.09,55.87,6.91,18.61,16.52,24.57,13.48,23.48,15.09,14.39,9.04,3.35,19.43,,,,,,,,,,,,,,,,,0,08
268,1277.0,2007,70.45,53.27,24.32,48.68,6.05,13.95,15.77,21.77,11.73,25.0,17.86,14.86,5.55,5.09,17.18,,,,,,,,,,,,,,,,,1,09
269,1403.0,2007,76.81,65.33,26.14,53.1,6.29,13.71,18.24,24.9,8.71,22.1,14.43,11.86,6.62,2.14,17.29,,,,,,,,,,,,,,,,,0,10
270,1203.0,2007,73.87,59.87,26.87,55.3,5.17,13.65,14.96,21.09,11.91,23.74,15.52,14.0,10.26,4.91,17.48,,,,,,,,,,,,,,,,,0,11
271,1116.0,2007,75.0,59.38,26.14,54.48,7.1,17.76,15.62,22.0,11.19,25.24,16.43,14.43,7.67,7.1,16.24,,,,,,,,,,,,,,,,,0,12
272,1308.0,2007,80.29,70.96,26.96,54.46,5.54,13.88,20.83,31.21,13.67,24.96,13.33,16.96,7.08,2.58,19.96,,,,,,,,,,,,,,,,,0,13
273,1331.0,2007,75.0,62.55,24.95,50.0,6.32,15.09,18.77,26.32,10.36,25.09,14.45,14.64,6.32,4.86,16.68,,,,,,,,,,,,,,,,,0,14
274,1125.0,2007,77.09,61.05,26.95,53.86,9.64,23.59,13.55,19.41,10.91,27.27,16.95,15.64,6.0,3.59,18.23,,,,,,,,,,,,,,,,,0,15
275,1184.0,2007,69.37,59.26,24.42,49.84,8.68,22.21,11.84,16.68,7.74,21.84,15.47,12.89,7.79,2.58,13.53,,,,,,,,,,,,,,,,,0,16
276,1326.0,2007,73.73,57.63,26.23,55.0,7.13,20.07,14.13,20.17,11.23,25.03,15.73,11.5,6.83,6.03,13.0,,,,,,,,,,,,,,,,,5,01
277,1272.0,2007,80.4,60.33,28.37,60.37,7.67,21.27,16.0,26.2,14.83,25.27,15.2,13.6,10.13,6.13,19.1,,,,,,,,,,,,,,,,,3,02
278,1401.0,2007,78.28,56.16,27.48,54.0,6.84,15.84,16.48,22.52,9.88,26.8,19.36,11.92,7.04,3.56,19.12,,,,,,,,,,,,,,,,,2,03
279,1438.0,2007,82.68,68.63,27.21,59.95,8.89,23.0,19.37,25.89,14.32,27.16,14.74,13.63,5.05,3.42,18.58,,,,,,,,,,,,,,,,,1,04
280,1397.0,2007,84.36,71.91,28.91,62.18,9.0,25.09,17.55,25.77,14.0,22.64,17.09,14.95,10.59,3.45,19.82,,,,,,,,,,,,,,,,,2,05
281,1257.0,2007,75.45,60.45,26.23,57.23,7.86,22.5,15.14,22.18,13.14,24.05,16.32,13.41,8.36,4.23,20.23,,,,,,,,,,,,,,,,,1,06
282,1305.0,2007,78.96,66.26,28.44,57.33,7.59,18.0,14.48,19.0,11.15,26.89,17.26,12.41,5.44,4.22,16.48,,,,,,,,,,,,,,,,,1,07
283,1140.0,2007,79.29,65.62,28.83,58.0,7.08,17.96,14.54,22.04,12.67,26.58,15.92,13.29,6.46,4.17,18.79,,,,,,,,,,,,,,,,,0,08
284,1462.0,2007,79.04,61.33,25.21,49.92,8.21,19.0,20.42,27.5,9.79,23.58,15.83,12.92,5.96,3.38,17.12,,,,,,,,,,,,,,,,,1,09
285,1166.0,2007,71.41,58.18,23.41,49.05,6.95,18.27,17.64,23.18,10.14,23.59,15.05,13.18,6.41,3.0,15.64,,,,,,,,,,,,,,,,,0,10
286,1390.0,2007,74.56,62.0,26.83,54.78,5.78,14.89,15.11,21.56,11.17,27.5,16.56,14.28,5.28,6.11,16.83,,,,,,,,,,,,,,,,,0,11
287,1253.0,2007,84.13,71.13,29.3,60.87,8.78,22.09,16.74,22.87,12.26,24.26,15.22,12.65,7.48,2.87,15.65,,,,,,,,,,,,,,,,,0,12
288,1107.0,2007,68.57,58.91,23.91,51.26,6.96,17.83,13.78,19.13,10.87,24.0,13.39,13.26,5.87,2.78,18.09,,,,,,,,,,,,,,,,,0,13
289,1335.0,2007,75.33,60.86,27.14,54.71,5.9,15.1,15.14,21.86,10.62,23.05,17.19,12.57,9.14,3.1,17.1,,,,,,,,,,,,,,,,,0,14
290,1317.0,2007,78.55,68.85,27.35,57.05,6.65,16.6,17.2,26.1,12.65,26.5,13.35,15.65,6.45,4.75,20.8,,,,,,,,,,,,,,,,,0,15
291,1148.0,2007,74.77,63.86,24.41,52.36,8.64,20.0,17.32,23.45,11.73,24.55,12.73,13.68,5.73,3.36,15.41,,,,,,,,,,,,,,,,,0,16
292,1196.0,2007,81.0,58.83,29.24,54.48,7.28,17.03,15.24,22.41,10.97,27.38,16.72,13.31,7.14,5.17,14.93,,,,,,,,,,,,,,,,,6,01
293,1458.0,2007,72.45,56.21,24.72,51.9,5.97,15.62,17.03,25.0,11.41,24.14,13.72,11.21,5.76,3.28,14.59,,,,,,,,,,,,,,,,,1,02
294,1332.0,2007,78.19,62.88,26.46,57.35,9.54,23.69,15.73,21.08,12.23,23.62,14.88,13.04,7.58,2.27,15.38,,,,,,,,,,,,,,,,,3,03
295,1268.0,2007,82.88,64.33,30.04,59.25,5.79,14.12,17.0,23.62,12.46,27.5,19.04,15.83,7.62,7.17,17.0,,,,,,,,,,,,,,,,,1,04
296,1139.0,2007,69.24,53.6,21.96,49.0,9.16,23.88,16.16,20.92,8.76,21.36,12.64,9.48,5.28,2.0,18.52,,,,,,,,,,,,,,,,,2,05
297,1323.0,2007,85.21,65.5,28.04,58.25,9.12,22.38,20.0,26.42,12.08,27.42,18.58,13.08,8.54,3.79,18.38,,,,,,,,,,,,,,,,,0,06
298,1424.0,2007,77.19,64.48,27.07,58.96,8.19,21.04,14.85,20.67,11.63,22.81,15.81,11.07,8.7,6.22,17.89,,,,,,,,,,,,,,,,,2,07
299,1112.0,2007,82.55,68.95,28.8,56.15,6.15,15.55,18.8,25.8,12.35,25.3,17.0,13.75,6.95,3.3,12.0,,,,,,,,,,,,,,,,,0,08
300,1345.0,2007,75.14,57.57,26.29,53.05,7.38,18.62,15.19,22.19,10.71,23.38,15.14,13.95,8.67,2.71,18.43,,,,,,,,,,,,,,,,,1,09
301,1210.0,2007,82.5,62.7,30.1,59.25,6.95,17.5,15.35,22.1,13.45,24.35,17.8,15.25,11.05,3.85,19.1,,,,,,,,,,,,,,,,,0,10
302,1457.0,2007,75.79,60.96,27.25,55.79,7.75,21.58,13.54,21.58,12.04,26.46,16.62,13.17,7.54,3.96,16.92,,,,,,,,,,,,,,,,,1,11
303,1330.0,2007,71.75,57.79,24.33,53.42,7.04,18.79,16.04,21.92,11.96,26.08,15.88,12.54,7.88,4.0,17.71,,,,,,,,,,,,,,,,,0,12
304,1172.0,2007,82.07,67.22,28.19,61.56,9.56,24.7,16.15,21.67,12.85,27.44,15.89,14.04,7.81,2.63,17.19,,,,,,,,,,,,,,,,,0,13
