,TeamID,Season,PointScored,PointAllow,FG,oppFG,FGA,oppFGA,3P,opp3P,FT,oppFT,FTA,oppFTA,TO,oppTO,ORB,oppORB,DRB,oppDRB,Wins,Seed
164,1328,2005,75.42,63.03,27.52,22.71,57.0,52.87,6.74,3.68,13.65,13.94,19.94,19.94,13.81,15.81,12.74,10.77,22.45,20.32,1,03
165,1393,2005,75.48,64.76,27.97,22.36,57.61,57.3,4.64,7.39,14.91,12.64,22.45,18.73,13.36,14.73,13.82,13.85,24.15,20.18,0,04
166,1277,2005,78.07,63.36,27.71,22.0,55.89,51.18,6.86,6.18,15.79,13.18,20.36,20.07,13.86,15.57,11.86,9.14,24.18,18.75,4,05
167,1428,2005,67.37,56.93,23.7,21.47,46.6,50.4,4.33,5.63,15.63,8.37,21.37,12.27,14.43,12.03,10.63,7.83,23.33,15.73,2,06
168,1153,2005,76.42,64.42,25.55,22.71,58.23,61.29,6.61,7.03,18.71,11.97,27.0,17.9,13.45,14.29,14.39,14.55,27.06,21.84,1,07
169,1390,2005,70.1,68.03,25.0,24.3,57.17,57.77,4.0,6.1,16.1,13.33,21.77,18.77,14.07,14.97,12.27,12.4,23.7,22.83,0,08
170,1280,2005,72.44,66.0,25.56,24.25,57.47,59.0,5.81,6.78,15.5,10.72,23.28,16.06,15.12,13.69,14.5,11.03,26.47,21.09,1,09
171,1234,2005,73.22,67.03,25.66,23.88,55.38,57.16,6.41,6.25,15.5,13.03,22.5,19.5,14.53,15.25,11.09,12.0,25.0,22.84,0,10
172,1431,2005,75.66,66.5,25.94,24.31,55.94,55.22,6.03,6.12,17.75,11.75,22.41,17.19,12.38,14.97,11.09,10.84,23.06,21.66,0,11
173,1330,2005,70.31,60.5,25.12,22.09,57.0,54.56,6.0,5.94,14.06,10.38,20.44,16.09,12.06,16.91,12.0,11.19,24.31,23.62,0,12
174,1436,2005,72.6,61.93,25.37,22.7,57.43,55.37,8.5,6.17,13.37,10.37,18.57,14.9,11.87,12.6,12.03,9.03,25.87,23.17,1,13
175,1310,2005,85.17,78.17,27.9,28.1,63.69,60.38,9.1,6.31,20.28,15.66,26.76,21.41,12.79,12.69,15.86,10.28,24.97,23.03,0,14
176,1184,2005,70.37,67.48,26.26,23.56,55.85,54.22,6.19,5.11,11.67,15.26,17.56,22.15,14.22,14.0,10.93,11.22,23.56,21.96,0,15
177,1175,2005,62.41,61.84,20.25,22.66,47.91,47.97,6.5,5.62,15.41,10.91,20.69,16.78,14.06,16.72,10.16,10.78,17.38,20.31,0,16
178,1314,2005,88.77,70.26,30.45,24.39,61.35,60.45,7.39,7.61,20.48,13.87,27.87,19.29,16.68,19.03,13.77,11.77,26.55,20.81,6,01
179,1163,2005,78.62,66.76,27.97,24.83,60.76,65.52,5.14,6.31,17.55,10.79,25.17,16.45,15.21,12.48,15.69,13.69,30.45,21.03,1,02
180,1242,2005,75.45,65.24,26.93,22.1,56.48,57.14,6.79,6.28,14.79,14.76,21.45,21.93,14.48,14.1,11.79,13.0,25.97,21.38,0,03
181,1196,2005,76.87,62.73,26.77,22.43,54.83,54.7,7.67,5.57,15.67,12.3,22.4,18.43,13.63,14.83,11.5,10.3,25.83,20.6,1,04
182,1437,2005,73.76,62.66,25.48,21.21,57.52,53.28,7.1,5.59,15.69,14.66,21.17,20.55,12.62,16.38,14.28,12.66,22.59,20.1,2,05
183,1458,2005,67.17,59.63,23.2,22.3,53.07,52.93,7.23,4.97,13.53,10.07,20.27,15.03,11.47,12.13,10.5,8.43,24.57,22.77,3,06
184,1150,2005,78.36,72.07,26.43,26.46,61.04,60.57,8.0,6.93,17.5,12.21,25.57,17.04,13.18,16.18,14.57,12.5,24.11,24.86,0,07
185,1278,2005,68.45,62.84,24.19,22.68,53.03,53.48,5.32,5.61,14.74,11.87,20.84,16.77,16.13,17.29,11.39,10.68,22.48,20.55,0,08
186,1235,2005,68.38,64.14,25.24,23.03,57.24,55.45,3.69,6.72,14.21,11.34,20.55,16.62,12.93,17.38,11.76,11.76,23.21,23.76,1,09
187,1301,2005,73.84,66.38,25.19,23.06,54.88,53.38,8.47,5.75,15.0,14.5,21.56,21.0,12.28,15.09,11.09,12.09,21.44,22.22,2,10
188,1320,2005,72.5,66.8,26.4,23.63,55.03,55.03,7.23,6.47,12.47,13.07,17.87,17.93,11.67,13.03,8.77,9.77,24.57,23.03,0,11
189,1307,2005,75.87,64.94,25.97,23.84,52.06,56.29,8.29,6.52,15.65,10.74,23.1,15.39,13.81,14.26,9.71,10.97,24.0,20.71,0,12
190,1325,2005,71.81,67.97,24.35,24.03,52.55,55.19,5.58,7.71,17.52,12.19,25.03,16.81,13.0,15.52,10.9,11.87,21.9,21.58,0,13
191,1137,2005,63.58,58.45,21.26,19.58,47.74,50.29,6.61,6.0,14.45,13.29,20.71,19.06,15.77,15.87,9.35,10.97,22.42,20.23,1,14
192,1416,2005,68.28,65.1,23.41,22.38,50.86,52.66,8.31,6.0,13.14,14.34,18.83,21.31,15.17,11.79,11.97,11.31,23.14,18.62,0,15
193,1105,2005,69.07,67.79,23.66,25.21,59.0,59.62,6.1,4.86,15.66,12.52,25.52,19.48,15.24,20.07,12.93,13.76,24.31,28.1,0,16
194,1324,2005,70.34,73.48,25.07,25.86,56.1,54.93,6.28,7.93,13.93,13.83,21.03,19.52,12.03,13.69,11.86,11.28,20.66,23.03,1,16
195,1181,2006,82.52,68.97,27.76,26.79,56.15,61.33,7.82,4.0,19.18,11.39,25.21,16.97,13.39,16.27,9.55,14.12,23.36,21.79,2,01
196,1400,2006,76.12,60.09,26.97,21.61,57.7,56.58,7.42,6.55,14.76,10.33,20.45,14.42,13.7,14.27,14.06,10.82,26.18,19.42,3,02
197,1234,2006,66.39,58.76,23.12,21.48,53.64,56.48,5.61,6.09,14.55,9.7,20.61,14.94,14.76,14.79,11.0,11.18,26.85,23.27,0,03
198,1261,2006,74.77,65.23,27.7,24.43,58.27,59.6,4.33,6.67,15.03,9.7,21.5,13.97,15.57,14.8,13.9,11.27,26.33,20.0,4,04
199,1393,2006,72.85,69.0,26.26,23.32,59.76,58.41,7.53,7.47,12.79,14.88,19.91,21.38,15.29,16.09,13.68,13.85,24.65,23.71,0,05
200,1452,2006,70.66,65.03,25.52,25.21,57.31,55.1,10.03,6.38,9.59,8.24,12.86,11.38,8.34,15.69,7.83,12.0,19.72,25.83,2,06
201,1143,2006,69.2,64.73,23.23,23.2,51.7,53.5,5.47,6.43,17.27,11.9,23.53,16.27,12.37,13.9,9.73,9.77,22.8,21.27,0,07
202,1203,2006,78.96,66.68,28.32,23.68,60.0,57.14,5.96,6.43,16.36,12.89,25.5,19.68,14.14,17.89,13.82,12.14,24.36,22.36,1,08
203,1423,2006,67.66,58.97,24.22,19.47,56.66,50.47,6.41,5.44,12.81,14.59,18.22,22.16,12.47,15.88,11.91,10.81,24.28,23.25,0,09
204,1301,2006,75.7,67.67,25.0,23.97,53.53,58.33,9.33,5.73,16.37,14.0,21.63,19.8,13.67,13.97,9.03,13.3,24.2,22.73,1,10
205,1356,2006,60.77,55.74,21.29,18.35,51.81,45.68,5.68,4.35,12.52,14.68,18.19,20.65,14.32,17.58,11.84,9.74,20.97,22.19,0,11
206,1401,2006,69.21,60.45,23.55,19.38,52.34,46.86,6.55,5.34,15.55,16.34,23.03,22.97,13.41,18.38,10.38,10.07,21.31,22.55,1,12
207,1233,2006,80.37,71.93,28.6,25.43,59.13,59.17,6.43,6.47,16.73,14.6,24.1,19.8,15.1,16.17,13.33,12.73,23.7,21.53,0,13
208,1322,2006,75.76,69.59,26.62,24.17,57.34,55.52,6.59,5.66,15.93,15.59,23.69,23.41,15.79,17.31,13.07,13.0,22.59,21.52,1,14
209,1335,2006,69.0,60.07,24.7,21.33,55.0,50.56,6.59,5.52,13.0,11.89,19.22,16.7,13.59,17.89,10.52,10.11,21.74,23.0,0,15
210,1380,2006,65.77,64.52,24.68,22.65,55.97,58.06,4.48,5.65,11.94,13.58,18.42,20.42,17.58,15.19,13.1,13.32,25.71,22.1,0,16
211,1272,2006,80.91,65.88,28.06,21.76,62.67,57.58,7.61,5.48,17.18,16.88,25.09,24.15,15.82,17.88,15.82,12.67,26.24,22.27,3,01
212,1417,2006,68.58,59.12,24.39,21.64,50.76,51.39,6.27,4.82,13.52,11.03,19.21,15.42,14.55,14.27,10.88,9.85,22.09,18.12,5,02
213,1211,2006,80.1,72.47,27.3,26.13,57.23,60.33,5.7,7.1,19.8,13.1,25.3,18.93,13.33,13.5,12.6,13.03,25.0,20.9,2,03
214,1242,2006,74.35,61.06,27.29,21.29,57.87,57.55,6.16,6.39,13.61,12.1,20.45,17.81,15.65,17.1,13.16,13.0,26.16,21.39,0,04
215,1338,2006,72.45,62.77,25.29,22.42,55.97,55.84,6.26,6.87,15.61,11.06,22.68,16.65,13.74,13.26,13.1,10.03,26.1,20.97,1,05
216,1231,2006,71.17,65.9,25.21,23.76,54.83,55.21,8.69,5.59,12.07,12.79,17.28,18.24,14.62,14.76,10.0,10.34,23.93,22.14,1,06
217,1266,2006,74.21,69.66,26.28,24.45,58.38,59.55,8.52,7.14,13.14,13.62,17.93,19.86,14.79,14.31,11.97,14.14,23.59,22.07,0,07
218,1116,2006,74.32,65.06,26.52,23.71,57.74,56.84,5.71,6.48,15.58,11.16,22.45,16.94,13.39,16.84,12.19,12.9,22.84,22.0,0,08
219,1137,2006,66.31,55.66,23.0,18.59,48.83,48.24,6.03,6.03,14.28,12.45,20.66,17.72,14.48,16.72,9.31,9.41,22.38,20.0,1,09
220,1104,2006,69.97,67.14,24.52,24.9,54.07,59.34,5.52,7.66,15.41,9.69,21.83,14.1,13.52,11.76,12.52,12.21,24.48,20.48,1,10
221,1361,2006,73.93,66.8,25.2,24.93,55.1,56.83,6.77,5.77,16.77,11.17,23.23,16.63,14.83,14.8,13.13,12.07,21.83,19.9,0,11
222,1245,2006,72.06,65.12,24.5,21.75,55.19,49.72,6.94,5.88,16.12,15.75,22.38,20.84,13.25,16.22,11.06,8.28,22.38,22.44,0,12
223,1133,2006,71.53,64.3,26.1,22.0,58.73,55.23,5.57,5.43,13.77,14.87,19.17,20.1,15.2,16.7,12.6,11.3,25.1,23.03,2,13
224,1462,2006,71.45,62.94,24.42,22.06,52.71,56.19,6.71,6.16,15.9,12.65,21.94,18.52,12.97,13.03,10.58,12.23,24.58,20.39,0,14
225,1125,2006,81.83,75.93,29.33,26.63,58.67,60.73,8.57,6.4,14.6,16.27,21.0,23.13,16.3,15.4,11.83,13.77,23.9,20.93,0,15
226,1331,2006,74.32,67.81,25.94,24.71,57.23,56.81,6.55,5.39,15.9,13.0,22.35,18.71,14.42,14.13,13.48,10.84,23.9,21.32,0,16
227,1437,2006,75.41,63.79,25.03,22.55,58.79,53.52,9.1,5.76,16.24,12.93,21.62,19.79,11.28,15.72,13.48,11.86,22.76,22.97,3,01
228,1326,2006,74.7,63.5,26.27,24.77,55.97,58.47,8.4,5.37,13.77,8.6,19.13,12.87,12.13,14.07,10.1,11.87,23.93,22.4,1,02
229,1196,2006,79.27,64.79,27.64,23.55,54.39,57.67,7.39,6.12,16.61,11.58,22.61,17.55,14.88,16.27,10.61,12.33,24.64,19.7,6,03
230,1130,2006,74.53,66.88,26.38,24.47,53.91,56.44,6.0,6.25,15.78,11.69,23.5,17.0,13.31,13.28,13.03,12.66,22.16,18.44,2,04
231,1305,2006,72.23,63.19,25.84,23.23,57.13,58.39,5.42,5.32,15.13,11.42,21.0,17.16,12.97,13.61,12.65,12.48,25.68,21.74,0,05
232,1328,2006,68.61,63.04,24.43,22.0,54.46,50.32,6.04,6.04,13.71,13.0,19.18,17.61,14.04,13.89,14.64,8.96,21.96,18.61,0,06
233,1207,2006,66.67,59.53,23.97,21.8,50.8,51.6,6.9,6.4,11.83,9.53,16.8,14.1,11.73,12.27,10.7,10.13,21.9,18.8,2,07
234,1112,2006,72.94,68.06,27.29,24.58,61.71,54.48,4.26,6.03,14.1,12.87,20.13,17.77,13.48,19.52,13.61,11.48,20.9,23.65,1,08
235,1458,2006,71.0,64.7,25.03,23.4,57.93,55.6,6.3,5.9,14.63,12.0,22.07,17.3,11.63,13.77,12.93,10.63,23.63,23.8,0,09
236,1320,2006,65.43,58.63,22.9,22.2,50.43,54.23,6.7,5.37,12.93,8.87,17.97,12.47,12.43,12.0,8.5,9.47,24.7,22.07,0,10
237,1454,2006,73.54,65.75,25.64,23.64,58.71,54.0,6.57,4.86,15.68,13.61,22.68,19.82,13.79,15.04,14.32,9.86,23.89,22.36,1,11
238,1285,2006,78.15,71.33,27.81,24.85,56.85,56.59,7.44,6.7,15.07,14.93,21.15,20.89,14.15,14.63,11.07,10.85,24.07,21.26,1,12
239,1334,2006,73.72,63.59,26.55,23.17,54.72,57.07,6.45,6.97,14.17,10.28,19.0,15.03,12.55,13.83,9.86,11.24,25.31,20.86,0,13
240,1375,2006,74.1,65.9,25.79,23.59,56.79,53.72,8.55,5.59,13.97,13.14,19.83,18.97,13.24,16.55,11.17,10.66,22.76,23.0,0,14
241,1172,2006,75.59,70.19,26.74,25.0,59.48,58.11,8.63,7.56,13.48,12.63,17.56,18.74,13.3,11.78,12.26,10.04,26.26,22.7,0,15
242,1214,2006,66.81,63.81,23.97,20.84,57.32,52.32,5.58,4.84,13.29,17.29,21.42,26.35,16.23,15.52,13.77,10.87,25.45,23.9,0,16
243,1284,2006,64.84,64.0,23.31,22.69,52.59,56.91,6.34,6.88,11.88,11.75,17.84,16.75,15.09,15.56,8.84,12.94,23.81,23.75,1,16
244,1163,2006,81.33,65.43,29.07,24.17,62.1,64.87,5.3,6.1,17.9,11.0,25.5,15.73,14.2,13.83,16.3,14.03,28.67,20.43,3,01
245,1397,2006,81.32,73.68,28.86,26.96,61.86,57.18,8.89,6.89,14.71,12.86,21.0,18.86,12.96,18.46,11.54,11.25,21.82,25.14,1,02
246,1314,2006,80.38,68.9,28.21,25.21,58.52,61.07,6.9,6.52,17.07,11.97,24.28,16.93,16.62,15.31,14.03,12.03,25.97,19.52,1,03
247,1228,2006,69.97,58.1,25.61,20.39,56.13,50.65,7.35,4.9,11.39,12.42,17.97,18.0,12.35,14.26,12.45,9.58,23.55,20.55,1,04
248,1449,2006,82.4,69.43,30.1,24.7,63.43,57.07,6.57,5.63,15.63,14.4,20.9,19.17,15.03,17.73,14.83,10.73,23.03,20.07,2,05
249,1277,2006,73.94,68.5,26.12,24.31,54.72,56.28,5.84,7.0,15.84,12.88,20.53,18.12,14.09,12.88,11.06,10.47,24.78,19.66,0,06
250,1455,2006,68.32,61.55,23.77,22.52,53.87,55.29,6.74,6.58,14.03,9.94,19.32,14.84,12.9,12.42,11.84,10.35,25.03,21.29,2,07
251,1246,2006,70.45,65.61,25.91,23.45,57.48,55.61,7.64,6.64,11.0,12.06,16.76,17.76,13.39,13.67,12.67,11.73,23.21,21.33,1,08
252,1412,2006,73.93,65.41,26.21,22.45,58.17,53.41,7.1,6.66,14.41,13.86,22.21,19.93,12.86,21.14,10.66,13.79,20.21,25.48,0,09
253,1371,2006,67.83,66.45,23.14,23.07,56.17,54.97,5.79,6.48,15.76,13.83,21.31,20.07,13.45,13.97,12.55,11.0,24.31,23.48,0,10
254,1206,2006,69.4,58.83,25.73,21.23,53.2,55.03,5.93,5.93,12.0,10.43,17.97,15.53,13.2,13.93,10.1,11.37,24.8,20.87,4,11
255,1429,2006,71.47,64.33,26.03,23.97,53.1,57.17,7.37,6.57,12.03,9.83,16.57,14.7,13.0,12.4,9.43,11.87,23.83,20.03,0,12
256,1102,2006,63.5,54.57,21.93,19.79,45.57,45.82,8.61,4.89,11.04,10.11,14.79,13.86,10.93,14.96,6.79,10.21,17.79,19.04,0,13
257,1293,2006,71.1,61.41,25.93,21.14,57.45,53.21,7.41,5.31,11.83,13.83,18.17,20.24,12.45,14.55,12.97,11.69,23.9,22.24,0,14
258,1457,2006,72.68,61.0,24.86,21.0,55.82,51.96,7.96,6.54,15.0,12.46,21.46,16.89,13.93,16.86,12.93,9.82,23.11,20.89,0,15
259,1107,2006,68.87,64.29,23.19,22.26,51.87,52.87,7.06,6.55,15.42,13.23,21.74,19.23,14.16,14.0,11.0,10.68,22.97,20.94,0,16
260,1314,2007,86.26,68.12,31.47,24.94,62.41,60.91,5.76,6.68,17.56,11.56,24.82,17.53,13.94,16.35,13.41,11.47,27.29,21.03,3,01
261,1207,2007,68.47,56.88,24.5,19.69,48.38,51.41,6.28,5.97,13.19,11.53,18.38,16.25,13.75,12.53,10.75,11.44,22.53,16.09,4,02
262,1450,2007,66.53,59.12,24.12,20.72,51.88,51.19,5.75,5.81,12.53,11.88,17.62,17.38,10.31,13.88,7.84,10.38,22.53,22.31,1,03
263,1400,2007,82.21,71.94,27.7,25.64,62.09,62.48,9.0,8.24,17.82,12.42,24.48,18.15,12.27,14.24,14.0,13.42,26.18,24.06,1,04
264,1425,2007,71.41,65.03,25.53,22.76,53.47,58.24,5.65,6.91,14.71,12.59,20.79,18.0,14.71,14.65,9.32,12.53,24.68,21.91,2,05
265,1435,2007,75.73,71.47,26.4,25.7,58.1,57.47,9.17,7.37,13.77,12.7,18.9,17.97,12.47,15.43,10.13,11.6,23.1,24.13,2,06
266,1130,2007,74.65,69.87,25.52,26.94,53.23,60.68,5.87,5.71,17.74,10.29,24.52,14.87,14.13,12.39,11.84,13.48,22.81,19.48,1,07
267,1266,2007,72.44,65.0,25.28,22.31,57.47,53.62,6.41,5.69,15.47,14.69,23.03,21.44,14.53,17.0,14.25,12.38,22.5,21.44,0,08
268,1277,2007,65.09,56.7,23.09,19.12,49.03,49.91,5.15,5.91,13.76,12.55,19.36,18.55,15.03,12.67,11.48,9.94,23.67,17.42,1,09
269,1403,2007,71.58,68.64,24.61,25.55,54.33,55.64,6.09,6.39,16.27,11.15,22.06,16.64,11.82,15.61,9.39,11.64,21.36,23.64,0,10
270,1203,2007,71.06,64.19,26.16,21.52,56.48,52.16,5.42,6.45,13.32,14.71,18.9,20.48,13.68,17.0,12.1,12.06,21.9,20.97,0,11
271,1116,2007,71.38,65.71,25.29,23.56,54.5,57.62,6.15,6.5,14.65,12.09,20.88,17.5,15.32,13.97,11.24,12.09,24.29,20.53,0,12
272,1308,2007,77.66,72.09,26.44,24.97,55.22,57.38,5.84,6.69,18.94,15.47,29.09,22.22,17.03,16.69,13.41,12.06,24.62,21.09,0,13
273,1331,2007,71.72,65.47,24.16,23.56,51.41,56.12,6.0,5.41,17.41,12.94,24.53,18.44,15.28,13.97,10.69,11.0,24.41,19.91,0,14
274,1125,2007,72.65,64.32,25.77,22.35,55.03,57.52,8.87,4.97,12.23,14.65,17.68,20.9,15.9,13.48,10.87,12.74,25.84,21.61,0,15
275,1184,2007,65.33,63.5,23.57,23.27,50.5,51.77,8.17,7.03,10.03,9.93,14.77,14.7,13.63,15.03,8.23,11.07,19.97,21.03,0,16
276,1326,2007,73.64,60.15,26.27,22.76,55.7,57.33,7.45,6.64,13.64,8.0,19.61,11.73,11.76,14.03,11.18,11.58,24.52,21.3,5,01
277,1272,2007,79.58,62.33,28.09,20.94,60.88,54.33,7.67,5.0,15.73,15.45,25.79,23.15,13.58,18.03,14.79,11.94,25.12,22.55,3,02
278,1401,2007,76.32,59.19,27.0,19.61,53.94,52.77,6.52,5.68,15.81,14.29,21.84,20.26,12.52,15.0,10.19,10.97,25.55,19.9,2,03
279,1438,2007,77.45,71.76,25.52,24.69,58.59,60.1,8.14,7.41,18.28,14.97,24.79,21.17,13.72,13.48,13.48,12.28,25.52,22.48,1,04
280,1397,2007,79.66,74.44,27.69,26.0,62.5,56.94,8.94,6.75,15.34,15.69,23.47,21.66,14.59,19.06,13.59,11.91,21.97,25.66,2,05
281,1257,2007,71.29,62.9,24.94,20.94,57.61,52.29,7.42,5.65,14.0,15.39,20.68,23.03,12.87,15.23,13.58,12.19,23.45,22.68,1,06
282,1305,2007,77.68,67.26,28.0,24.74,57.39,60.45,7.48,5.58,14.19,12.19,18.81,16.94,13.03,11.52,11.61,11.48,26.55,20.1,1,07
283,1140,2007,77.34,69.62,28.28,24.81,57.75,56.72,7.38,5.84,13.41,14.16,20.41,20.69,13.53,13.25,11.94,10.19,25.38,21.09,0,08
284,1462,2007,76.41,64.78,24.97,24.09,52.09,55.84,7.91,5.66,18.56,10.94,25.06,16.41,12.88,14.25,10.91,11.22,22.91,19.66,1,09
285,1166,2007,67.16,60.44,22.19,21.28,49.72,51.28,6.31,6.62,16.47,11.25,21.81,16.22,12.84,13.88,10.28,10.0,22.5,20.34,0,10
286,1390,2007,69.93,66.77,25.23,23.63,56.23,57.37,5.7,5.47,13.77,14.03,19.93,20.2,14.6,11.7,12.6,10.97,25.93,21.83,0,11
287,1253,2007,80.53,73.9,28.3,26.23,62.07,59.5,8.53,7.7,15.4,13.73,21.83,19.0,13.73,16.43,12.8,12.03,23.83,24.6,0,12
288,1107,2007,68.25,64.47,24.25,22.25,53.25,51.12,6.84,6.06,12.91,13.91,17.88,19.62,13.38,14.12,11.0,9.5,22.97,21.03,0,13
289,1335,2007,74.07,67.52,26.86,23.97,55.07,54.66,6.07,6.17,14.28,13.41,21.28,18.83,13.97,16.17,10.69,11.28,22.45,21.62,0,14
290,1317,2007,76.23,72.13,27.1,24.1,59.43,56.93,6.77,7.3,15.27,16.63,23.4,23.83,15.47,15.53,13.77,11.33,25.2,23.1,0,15
291,1148,2007,69.3,65.73,23.36,24.33,53.61,55.33,7.64,6.33,14.94,10.73,20.55,16.18,14.21,13.94,11.97,11.18,22.97,21.55,0,16
292,1196,2007,79.32,61.56,28.56,23.03,54.21,57.03,7.18,5.03,15.03,10.47,22.09,16.26,14.0,13.47,11.09,10.91,26.09,18.94,6,01
293,1458,2007,70.09,57.24,24.24,21.29,52.35,52.26,5.82,5.44,15.79,9.21,23.26,14.15,11.44,14.32,11.35,9.79,23.74,20.41,1,02
294,1332,2007,76.39,65.94,26.27,24.67,58.33,55.97,9.48,5.7,14.36,10.91,19.12,15.79,12.61,15.09,12.21,10.3,22.85,21.79,3,03
295,1268,2007,79.5,67.59,28.66,24.25,59.84,62.34,5.75,5.72,16.44,13.38,23.53,19.38,15.78,17.06,12.62,15.0,25.94,22.44,1,04
296,1139,2007,68.29,56.94,21.81,19.03,49.97,47.19,9.0,5.03,15.68,13.84,20.65,20.23,9.23,13.06,9.0,9.94,20.94,21.42,2,05
297,1323,2007,81.55,67.81,27.13,24.42,58.9,58.68,9.13,6.39,18.16,12.58,24.19,18.16,12.94,14.97,12.68,11.87,25.68,22.06,0,06
298,1424,2007,75.03,66.91,26.61,23.7,59.27,55.45,7.67,6.18,14.15,13.33,19.88,19.0,11.42,15.55,12.06,12.18,22.61,23.24,2,07
299,1112,2007,78.47,72.5,27.5,27.93,57.3,63.1,5.6,8.5,17.87,8.13,23.97,11.77,13.73,12.37,12.37,11.4,25.17,20.23,0,08
300,1345,2007,69.91,63.03,24.72,21.97,53.5,51.81,6.53,5.75,13.94,13.34,20.41,19.59,14.22,16.5,11.19,10.97,21.75,20.84,1,09
301,1210,2007,79.1,69.52,29.35,23.45,59.61,52.97,6.39,6.19,14.0,16.42,20.48,23.42,15.87,17.39,13.68,10.55,22.61,19.71,0,10
302,1457,2007,74.11,62.86,26.79,22.25,56.25,53.93,8.07,6.32,12.46,12.04,19.68,18.07,13.32,14.21,11.86,9.68,25.21,21.61,1,11
303,1330,2007,70.12,62.16,24.06,21.78,55.41,52.84,7.22,6.16,14.78,12.44,20.5,18.88,12.34,14.53,12.12,10.31,24.56,22.16,0,12
304,1172,2007,80.0,68.71,27.71,24.29,61.71,57.29,9.23,7.97,15.35,12.16,20.35,17.74,14.65,16.74,13.03,9.74,26.74,23.97,0,13
305,1275,2007,59.56,57.41,21.84,20.34,47.53,50.09,5.06,5.03,10.81,11.69,15.25,17.03,13.34,11.94,8.03,10.44,22.41,20.34,0,14
306,1394,2007,79.17,70.47,27.63,24.37,52.73,55.83,5.77,7.4,18.13,14.33,25.2,20.3,16.37,15.43,11.2,11.0,24.17,18.2,0,15
307,1238,2007,71.03,72.3,25.03,25.06,59.76,56.67,5.64,6.09,15.33,16.09,21.76,24.3,15.42,17.73,13.36,13.61,22.67,24.45,0,16
308,1242,2007,78.44,61.03,29.06,21.0,59.29,56.18,5.97,6.56,14.35,12.47,21.53,18.74,14.0,16.79,13.06,11.71,27.32,21.15,3,01
309,1417,2007,71.97,60.57,26.73,22.43,55.63,51.77,6.8,4.93,11.7,10.77,18.03,14.8,12.2,15.4,11.07,9.23,21.83,20.83,4,02
310,1338,2007,71.15,62.44,25.88,22.18,54.94,54.15,6.06,5.88,13.32,12.21,20.0,16.94,11.71,12.47,12.21,10.82,23.56,20.38,2,03
311,1356,2007,63.28,57.34,21.22,18.41,46.75,43.56,6.22,5.19,14.62,15.34,21.12,21.59,13.97,15.03,9.38,8.12,20.09,19.91,2,04
312,1439,2007,72.03,65.13,26.39,22.74,56.03,54.19,4.77,6.61,14.48,13.03,21.74,19.65,10.97,15.13,11.06,12.06,22.48,21.87,1,05
313,1181,2007,70.19,61.5,24.84,23.09,53.0,54.72,6.09,4.06,14.41,11.25,20.81,16.0,15.38,15.0,11.28,10.28,23.81,20.12,0,06
314,1231,2007,70.9,62.17,24.77,20.7,54.83,49.23,7.93,4.5,13.43,16.27,18.87,23.0,12.37,14.77,11.67,10.5,21.63,20.7,1,07
315,1246,2007,73.53,67.38,26.44,24.72,55.19,60.41,6.75,7.47,13.91,10.47,19.88,16.41,14.69,13.16,10.78,12.72,25.66,20.56,1,08
316,1437,2007,72.16,64.68,23.23,21.23,55.13,51.84,7.61,7.39,18.1,14.84,23.1,21.35,13.65,15.81,13.23,10.94,23.03,21.03,0,09
317,1211,2007,79.12,70.09,27.7,23.58,56.85,59.15,6.76,8.0,16.97,14.94,22.61,21.73,14.03,13.58,10.52,11.67,27.09,21.52,0,10
318,1433,2007,74.79,64.76,25.64,22.91,55.73,50.97,6.91,5.97,16.61,12.97,22.91,18.58,11.39,16.42,12.06,9.67,21.27,21.79,1,11
319,1228,2007,64.5,57.15,22.68,19.94,52.5,49.53,6.91,5.56,12.24,11.71,19.56,16.79,13.82,14.85,12.59,9.35,22.53,20.85,0,12
320,1221,2007,64.24,57.36,21.94,19.33,50.09,46.79,5.76,6.15,14.61,12.55,19.88,17.82,15.18,16.91,11.36,8.97,20.79,18.82,0,13
321,1460,2007,64.59,61.62,23.22,21.44,52.53,51.5,5.47,6.62,12.69,12.12,17.25,16.94,12.25,13.78,10.03,10.5,22.16,21.94,0,14
322,1451,2007,71.04,70.29,23.96,25.29,49.36,56.82,5.71,6.39,17.39,13.32,25.96,19.04,15.82,13.75,9.68,11.5,22.96,20.57,0,15
323,1197,2007,68.97,70.35,23.65,24.16,52.77,56.9,5.81,9.35,15.87,12.68,24.1,18.48,17.55,15.06,12.61,12.0,23.71,20.94,0,16
324,1310,2007,76.06,73.73,25.58,27.36,60.52,58.79,8.0,6.39,16.91,12.61,23.09,18.15,13.36,13.97,14.67,10.85,23.42,23.06,1,16
325,1314,2008,88.71,72.74,31.85,27.18,66.03,64.41,5.53,7.44,19.47,10.94,25.82,16.44,14.68,16.35,15.71,11.47,28.5,21.35,4,01
326,1397,2008,82.41,70.88,29.03,24.78,63.53,56.69,9.03,6.25,15.31,15.06,23.41,22.34,12.91,17.97,14.41,12.38,23.66,24.53,2,02
327,1257,2008,71.94,61.34,25.5,21.34,56.25,55.66,7.53,6.06,13.41,12.59,20.47,18.47,13.25,14.44,11.66,11.53,26.06,23.38,3,03
328,1450,2008,67.06,57.06,23.25,20.72,48.62,49.09,6.38,5.38,14.19,10.25,19.34,14.16,10.34,13.38,7.78,9.22,21.44,19.91,2,04
